"","HC","coef","criterion","test","value"
"15906","HC0","x0","power","saddle_V2",0.454855106922657
"15907","HC0","x1","power","saddle_V2",0.645578198292467
"15908","HC0","x2","power","saddle_V2",0.349841892179927
"15909","HC0","x3","power","saddle_V2",0.129624176287496
"15910","HC0","x4","power","saddle_V2",0.424711632603727
"15911","HC0","x0","size","saddle_V2",0.141169316049492
"15912","HC0","x1","size","saddle_V2",0.186543917996336
"15913","HC0","x2","size","saddle_V2",0.171267415240388
"15914","HC0","x3","size","saddle_V2",0.030164748800548
"15915","HC0","x4","size","saddle_V2",0.696831662451067
"15916","HC0","x0","power","saddle_V2",0.0919588056940319
"15917","HC0","x1","power","saddle_V2",0.289661115692614
"15918","HC0","x2","power","saddle_V2",0.03185059235545
"15919","HC0","x3","power","saddle_V2",0.38578897555489
"15920","HC0","x4","power","saddle_V2",0.696831662451067
"15921","HC0","x0","size","saddle_V2",0.604837863646166
"15922","HC0","x1","size","saddle_V2",0.462938352064155
"15923","HC0","x2","size","saddle_V2",0.49001000036976
"15924","HC0","x3","size","saddle_V2",0.442363518898284
"15925","HC0","x4","size","saddle_V2",0.489985698708838
"15926","HC0","x0","power","saddle_V2",0.963719696945112
"15927","HC0","x1","power","saddle_V2",0.202910570640305
"15928","HC0","x2","power","saddle_V2",0.0835542441114615
"15929","HC0","x3","power","saddle_V2",0.0024774979096391
"15930","HC0","x4","power","saddle_V2",0.489985698708838
"15931","HC0","x0","size","saddle_V2",0.956324503044286
"15932","HC0","x1","size","saddle_V2",0.601663074720092
"15933","HC0","x2","size","saddle_V2",0.275434083019296
"15934","HC0","x3","size","saddle_V2",0.65098319036687
"15935","HC0","x4","size","saddle_V2",0.577260350109952
"15936","HC0","x0","power","saddle_V2",0.705105606691157
"15937","HC0","x1","power","saddle_V2",0.983656380136821
"15938","HC0","x2","power","saddle_V2",0.0130420363694121
"15939","HC0","x3","power","saddle_V2",0.0320687860185669
"15940","HC0","x4","power","saddle_V2",0.577260350109952
"15941","HC0","x0","size","saddle_V2",0.00200643960744512
"15942","HC0","x1","size","saddle_V2",0.00113354257716994
"15943","HC0","x2","size","saddle_V2",0.0026499895887839
"15944","HC0","x3","size","saddle_V2",0.110598165191461
"15945","HC0","x4","size","saddle_V2",0.468938787100642
"15946","HC0","x0","power","saddle_V2",0.0012392686900327
"15947","HC0","x1","power","saddle_V2",0.00198924225897555
"15948","HC0","x2","power","saddle_V2",0.000222592440219562
"15949","HC0","x3","power","saddle_V2",0.00605538553794386
"15950","HC0","x4","power","saddle_V2",0.468938787100642
"15951","HC0","x0","size","saddle_V2",0.307519097878649
"15952","HC0","x1","size","saddle_V2",0.210141843818393
"15953","HC0","x2","size","saddle_V2",0.0698612308449457
"15954","HC0","x3","size","saddle_V2",0.939253245606394
"15955","HC0","x4","size","saddle_V2",0.976632642047919
"15956","HC0","x0","power","saddle_V2",0.509322298299999
"15957","HC0","x1","power","saddle_V2",0.104574093735123
"15958","HC0","x2","power","saddle_V2",0.756912477552458
"15959","HC0","x3","power","saddle_V2",0.118441245012459
"15960","HC0","x4","power","saddle_V2",0.976632642047919
"15961","HC0","x0","size","saddle_V2",0.727035481786232
"15962","HC0","x1","size","saddle_V2",0.908425580955497
"15963","HC0","x2","size","saddle_V2",0.820847478756049
"15964","HC0","x3","size","saddle_V2",0.350000675265559
"15965","HC0","x4","size","saddle_V2",0.967693881202676
"15966","HC0","x0","power","saddle_V2",0.523173109820876
"15967","HC0","x1","power","saddle_V2",0.636655115401541
"15968","HC0","x2","power","saddle_V2",0.0831722579436548
"15969","HC0","x3","power","saddle_V2",0.942811239084806
"15970","HC0","x4","power","saddle_V2",0.967693881202676
"15971","HC0","x0","size","saddle_V2",0.142025690224481
"15972","HC0","x1","size","saddle_V2",0.139902728723457
"15973","HC0","x2","size","saddle_V2",0.109150104266033
"15974","HC0","x3","size","saddle_V2",0.741481609404937
"15975","HC0","x4","size","saddle_V2",0.797342414087722
"15976","HC0","x0","power","saddle_V2",0.0681241440188734
"15977","HC0","x1","power","saddle_V2",0.302460454910946
"15978","HC0","x2","power","saddle_V2",0.00156204486203247
"15979","HC0","x3","power","saddle_V2",0.27143851978911
"15980","HC0","x4","power","saddle_V2",0.797342414087722
"15981","HC0","x0","size","saddle_V2",0.332065856691676
"15982","HC0","x1","size","saddle_V2",0.270558928138568
"15983","HC0","x2","size","saddle_V2",0.50703185759772
"15984","HC0","x3","size","saddle_V2",0.123879923707746
"15985","HC0","x4","size","saddle_V2",0.313982847385338
"15986","HC0","x0","power","saddle_V2",0.572270214615366
"15987","HC0","x1","power","saddle_V2",0.127292869596608
"15988","HC0","x2","power","saddle_V2",0.205038184968124
"15989","HC0","x3","power","saddle_V2",0.466395301925023
"15990","HC0","x4","power","saddle_V2",0.313982847385338
"15991","HC0","x0","size","saddle_V2",0.394880365779487
"15992","HC0","x1","size","saddle_V2",0.421001964552525
"15993","HC0","x2","size","saddle_V2",0.9356051322248
"15994","HC0","x3","size","saddle_V2",0.32957706438766
"15995","HC0","x4","size","saddle_V2",0.417663441206088
"15996","HC0","x0","power","saddle_V2",0.298945362202086
"15997","HC0","x1","power","saddle_V2",0.54867338407131
"15998","HC0","x2","power","saddle_V2",0.232351139357638
"15999","HC0","x3","power","saddle_V2",0.122500499606321
"16000","HC0","x4","power","saddle_V2",0.417663441206088
"16001","HC0","x0","size","saddle_V2",0.753301147060199
"16002","HC0","x1","size","saddle_V2",0.862728644938778
"16003","HC0","x2","size","saddle_V2",0.510549322857389
"16004","HC0","x3","size","saddle_V2",0.961072991131404
"16005","HC0","x4","size","saddle_V2",0.346897445865293
"16006","HC0","x0","power","saddle_V2",0.423848555982534
"16007","HC0","x1","power","saddle_V2",0.441129514412486
"16008","HC0","x2","power","saddle_V2",0.268249203140279
"16009","HC0","x3","power","saddle_V2",0.0366331584147205
"16010","HC0","x4","power","saddle_V2",0.346897445865293
"16011","HC0","x0","size","saddle_V2",0.0727606694773188
"16012","HC0","x1","size","saddle_V2",0.101237581229394
"16013","HC0","x2","size","saddle_V2",0.27095296057193
"16014","HC0","x3","size","saddle_V2",0.853792585742782
"16015","HC0","x4","size","saddle_V2",0.8444452576374
"16016","HC0","x0","power","saddle_V2",0.0446856505526302
"16017","HC0","x1","power","saddle_V2",0.159202836846596
"16018","HC0","x2","power","saddle_V2",0.0484002781565666
"16019","HC0","x3","power","saddle_V2",0.313913402726646
"16020","HC0","x4","power","saddle_V2",0.8444452576374
"16021","HC0","x0","size","saddle_V2",0.628175609981813
"16022","HC0","x1","size","saddle_V2",0.878545561305676
"16023","HC0","x2","size","saddle_V2",0.14846055270054
"16024","HC0","x3","size","saddle_V2",0.885212096819806
"16025","HC0","x4","size","saddle_V2",0.906926492579083
"16026","HC0","x0","power","saddle_V2",0.414731965408511
"16027","HC0","x1","power","saddle_V2",0.518890187757249
"16028","HC0","x2","power","saddle_V2",0.747196825323911
"16029","HC0","x3","power","saddle_V2",0.0816377481534036
"16030","HC0","x4","power","saddle_V2",0.906926492579083
"16031","HC0","x0","size","saddle_V2",0.333875518105005
"16032","HC0","x1","size","saddle_V2",0.252290933742371
"16033","HC0","x2","size","saddle_V2",0.44842552561816
"16034","HC0","x3","size","saddle_V2",0.202458215701725
"16035","HC0","x4","size","saddle_V2",0.387102239404841
"16036","HC0","x0","power","saddle_V2",0.201446223018656
"16037","HC0","x1","power","saddle_V2",0.421031347755216
"16038","HC0","x2","power","saddle_V2",0.0377592967258962
"16039","HC0","x3","power","saddle_V2",0.0614522748392837
"16040","HC0","x4","power","saddle_V2",0.387102239404841
"16041","HC0","x0","size","saddle_V2",0.839314869404636
"16042","HC0","x1","size","saddle_V2",0.843884225325147
"16043","HC0","x2","size","saddle_V2",0.250624771791932
"16044","HC0","x3","size","saddle_V2",0.479682051881256
"16045","HC0","x4","size","saddle_V2",0.246422678815527
"16046","HC0","x0","power","saddle_V2",0.798262090402466
"16047","HC0","x1","power","saddle_V2",0.549593477391232
"16048","HC0","x2","power","saddle_V2",0.541439041813106
"16049","HC0","x3","power","saddle_V2",0.000989962144931563
"16050","HC0","x4","power","saddle_V2",0.246422678815527
"16051","HC0","x0","size","saddle_V2",0.833493457706274
"16052","HC0","x1","size","saddle_V2",0.937479390401196
"16053","HC0","x2","size","saddle_V2",0.837596026473845
"16054","HC0","x3","size","saddle_V2",0.710367978821446
"16055","HC0","x4","size","saddle_V2",0.677745617567643
"16056","HC0","x0","power","saddle_V2",0.584627042178435
"16057","HC0","x1","power","saddle_V2",0.75349658065834
"16058","HC0","x2","power","saddle_V2",0.306222787107637
"16059","HC0","x3","power","saddle_V2",0.148882836671671
"16060","HC0","x4","power","saddle_V2",0.677745617567643
"16061","HC0","x0","size","saddle_V2",0.413645650770107
"16062","HC0","x1","size","saddle_V2",0.331557457425612
"16063","HC0","x2","size","saddle_V2",0.126145670415731
"16064","HC0","x3","size","saddle_V2",0.0383903311026328
"16065","HC0","x4","size","saddle_V2",0.0872294851140412
"16066","HC0","x0","power","saddle_V2",0.242730318280655
"16067","HC0","x1","power","saddle_V2",0.571449599051013
"16068","HC0","x2","power","saddle_V2",0.0138477871058861
"16069","HC0","x3","power","saddle_V2",0.638276804277338
"16070","HC0","x4","power","saddle_V2",0.0872294851140412
"16071","HC0","x0","size","saddle_V2",0.456432126301571
"16072","HC0","x1","size","saddle_V2",0.541915077873662
"16073","HC0","x2","size","saddle_V2",0.884231669313213
"16074","HC0","x3","size","saddle_V2",0.0784968400944714
"16075","HC0","x4","size","saddle_V2",0.164501785850667
"16076","HC0","x0","power","saddle_V2",0.559945041949472
"16077","HC0","x1","power","saddle_V2",0.428955706006916
"16078","HC0","x2","power","saddle_V2",0.441005728247637
"16079","HC0","x3","power","saddle_V2",0.371480395936994
"16080","HC0","x4","power","saddle_V2",0.164501785850667
"16081","HC0","x0","size","saddle_V2",0.533814451683808
"16082","HC0","x1","size","saddle_V2",0.976240243729877
"16083","HC0","x2","size","saddle_V2",0.323159409149117
"16084","HC0","x3","size","saddle_V2",0.366161344240626
"16085","HC0","x4","size","saddle_V2",0.0619996992188924
"16086","HC0","x0","power","saddle_V2",0.320923654069371
"16087","HC0","x1","power","saddle_V2",0.629024561359072
"16088","HC0","x2","power","saddle_V2",0.00879537055312925
"16089","HC0","x3","power","saddle_V2",0.148789807097762
"16090","HC0","x4","power","saddle_V2",0.0619996992188924
"16091","HC0","x0","size","saddle_V2",0.110814202512521
"16092","HC0","x1","size","saddle_V2",0.142090475988797
"16093","HC0","x2","size","saddle_V2",0.264990816965384
"16094","HC0","x3","size","saddle_V2",0.106342187244907
"16095","HC0","x4","size","saddle_V2",0.171650387798613
"16096","HC0","x0","power","saddle_V2",0.205378747155401
"16097","HC0","x1","power","saddle_V2",0.0742421256138162
"16098","HC0","x2","power","saddle_V2",0.762825585660807
"16099","HC0","x3","power","saddle_V2",0.0989048390192885
"16100","HC0","x4","power","saddle_V2",0.171650387798613
"16101","HC0","x0","size","saddle_V2",0.570037354324106
"16102","HC0","x1","size","saddle_V2",0.680121535708234
"16103","HC0","x2","size","saddle_V2",0.477403857892398
"16104","HC0","x3","size","saddle_V2",0.846402018242903
"16105","HC0","x4","size","saddle_V2",0.219884902896506
"16106","HC0","x0","power","saddle_V2",0.385744813434704
"16107","HC0","x1","power","saddle_V2",0.993398517305744
"16108","HC0","x2","power","saddle_V2",0.0918260668026218
"16109","HC0","x3","power","saddle_V2",0.013845221874253
"16110","HC0","x4","power","saddle_V2",0.219884902896506
"16111","HC0","x0","size","saddle_V2",0.649081988450998
"16112","HC0","x1","size","saddle_V2",0.666927020297295
"16113","HC0","x2","size","saddle_V2",0.335645558391009
"16114","HC0","x3","size","saddle_V2",0.0287730906697715
"16115","HC0","x4","size","saddle_V2",0.356349323962624
"16116","HC0","x0","power","saddle_V2",0.831922145328854
"16117","HC0","x1","power","saddle_V2",0.297221922900922
"16118","HC0","x2","power","saddle_V2",0.239626943101978
"16119","HC0","x3","power","saddle_V2",0.00043322214692134
"16120","HC0","x4","power","saddle_V2",0.356349323962624
"16121","HC0","x0","size","saddle_V2",0.677205365628364
"16122","HC0","x1","size","saddle_V2",0.675589397821303
"16123","HC0","x2","size","saddle_V2",0.421609912769106
"16124","HC0","x3","size","saddle_V2",0.391895572566066
"16125","HC0","x4","size","saddle_V2",0.751097571743567
"16126","HC0","x0","power","saddle_V2",0.839082216311813
"16127","HC0","x1","power","saddle_V2",0.52974862333447
"16128","HC0","x2","power","saddle_V2",0.0415574889182165
"16129","HC0","x3","power","saddle_V2",0.929940969089116
"16130","HC0","x4","power","saddle_V2",0.751097571743567
"16131","HC0","x0","size","saddle_V2",0.792732210355176
"16132","HC0","x1","size","saddle_V2",0.7770050413606
"16133","HC0","x2","size","saddle_V2",0.852437191325617
"16134","HC0","x3","size","saddle_V2",0.150981239344534
"16135","HC0","x4","size","saddle_V2",0.488311513924116
"16136","HC0","x0","power","saddle_V2",0.642368694240029
"16137","HC0","x1","power","saddle_V2",0.96824387570903
"16138","HC0","x2","power","saddle_V2",0.50956946346911
"16139","HC0","x3","power","saddle_V2",0.00284301677797293
"16140","HC0","x4","power","saddle_V2",0.488311513924116
"16141","HC0","x0","size","saddle_V2",0.457956039005143
"16142","HC0","x1","size","saddle_V2",0.470457587728298
"16143","HC0","x2","size","saddle_V2",0.939926117834825
"16144","HC0","x3","size","saddle_V2",0.411508728202597
"16145","HC0","x4","size","saddle_V2",0.465579376554029
"16146","HC0","x0","power","saddle_V2",0.28394309845786
"16147","HC0","x1","power","saddle_V2",0.743192933744736
"16148","HC0","x2","power","saddle_V2",0.170802574374195
"16149","HC0","x3","power","saddle_V2",0.0247548568015959
"16150","HC0","x4","power","saddle_V2",0.465579376554029
"16151","HC0","x0","size","saddle_V2",0.577241035835584
"16152","HC0","x1","size","saddle_V2",0.616012975936765
"16153","HC0","x2","size","saddle_V2",0.680347968243302
"16154","HC0","x3","size","saddle_V2",0.313659878509001
"16155","HC0","x4","size","saddle_V2",0.914017336874073
"16156","HC0","x0","power","saddle_V2",0.438318720545085
"16157","HC0","x1","power","saddle_V2",0.801604636063669
"16158","HC0","x2","power","saddle_V2",0.444811532451032
"16159","HC0","x3","power","saddle_V2",0.0482735061449488
"16160","HC0","x4","power","saddle_V2",0.914017336874073
"16161","HC0","x0","size","saddle_V2",0.150841085755368
"16162","HC0","x1","size","saddle_V2",0.161060770935852
"16163","HC0","x2","size","saddle_V2",0.232500235074085
"16164","HC0","x3","size","saddle_V2",0.576182852375974
"16165","HC0","x4","size","saddle_V2",0.533466431660248
"16166","HC0","x0","power","saddle_V2",0.0611308876016647
"16167","HC0","x1","power","saddle_V2",0.374986615154632
"16168","HC0","x2","power","saddle_V2",0.0123261671726754
"16169","HC0","x3","power","saddle_V2",0.163345859077585
"16170","HC0","x4","power","saddle_V2",0.533466431660248
"16171","HC0","x0","size","saddle_V2",0.590192167590186
"16172","HC0","x1","size","saddle_V2",0.896811868165332
"16173","HC0","x2","size","saddle_V2",0.336487221679573
"16174","HC0","x3","size","saddle_V2",0.560352821557279
"16175","HC0","x4","size","saddle_V2",0.451449825221675
"16176","HC0","x0","power","saddle_V2",0.985006257286217
"16177","HC0","x1","power","saddle_V2",0.493697954644298
"16178","HC0","x2","power","saddle_V2",0.6669502554799
"16179","HC0","x3","power","saddle_V2",0.0602682812177457
"16180","HC0","x4","power","saddle_V2",0.451449825221675
"16181","HC0","x0","size","saddle_V2",0.847510372357538
"16182","HC0","x1","size","saddle_V2",0.834512215135493
"16183","HC0","x2","size","saddle_V2",0.113551255384366
"16184","HC0","x3","size","saddle_V2",0.00156323651543578
"16185","HC0","x4","size","saddle_V2",0.245440199639964
"16186","HC0","x0","power","saddle_V2",0.90949838806394
"16187","HC0","x1","power","saddle_V2",0.616685498109432
"16188","HC0","x2","power","saddle_V2",0.526678972510144
"16189","HC0","x3","power","saddle_V2",7.91274979679256e-05
"16190","HC0","x4","power","saddle_V2",0.245440199639964
"16191","HC0","x0","size","saddle_V2",0.010524819590276
"16192","HC0","x1","size","saddle_V2",0.129712575507608
"16193","HC0","x2","size","saddle_V2",0.689714432796956
"16194","HC0","x3","size","saddle_V2",0.581336772837013
"16195","HC0","x4","size","saddle_V2",0.427583788373333
"16196","HC0","x0","power","saddle_V2",0.0262691177609401
"16197","HC0","x1","power","saddle_V2",0.0571175875523031
"16198","HC0","x2","power","saddle_V2",0.0247962199276283
"16199","HC0","x3","power","saddle_V2",0.00584385586877768
"16200","HC0","x4","power","saddle_V2",0.427583788373333
"16201","HC0","x0","size","saddle_V2",0.900570686586426
"16202","HC0","x1","size","saddle_V2",0.542971720550449
"16203","HC0","x2","size","saddle_V2",0.975650465608118
"16204","HC0","x3","size","saddle_V2",0.355366620229402
"16205","HC0","x4","size","saddle_V2",0.501004726166659
