"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"7520",752,"HC0","x4","power",0.0797655621074983,0.0970361380668407
"7521",753,"HC0","x0","size",0.00586047671269496,0.00836609292321702
"7522",753,"HC0","x1","size",0.0320705796382073,0.0431135312775584
"7523",753,"HC0","x2","size",0.0492279284229781,0.0544341768916388
"7524",753,"HC0","x3","size",0.112619899330064,0.119300115730626
"7525",753,"HC0","x4","size",0.00865201302021002,0.00991713349840572
"7526",753,"HC0","x0","power",0.00245914139349139,0.0038396701234114
"7527",753,"HC0","x1","power",0.0777182205983512,0.0928450570718998
"7528",753,"HC0","x2","power",0.00173382538403792,0.00253338121919192
"7529",753,"HC0","x3","power",1.08899989528801e-05,2.50401910068351e-05
"7530",753,"HC0","x4","power",0.00865201302021002,0.00991713349840572
"7531",754,"HC0","x0","size",0.115456084616319,0.11799838648669
"7532",754,"HC0","x1","size",0.140425241355447,0.144011137959175
"7533",754,"HC0","x2","size",0.462120456159263,0.494030382599006
"7534",754,"HC0","x3","size",0.610461475291823,0.60431067332861
"7535",754,"HC0","x4","size",0.576227938511999,0.580971932539938
"7536",754,"HC0","x0","power",0.0571586352330312,0.0602855181163546
"7537",754,"HC0","x1","power",0.269246970097188,0.271450768524882
"7538",754,"HC0","x2","power",0.0593107944750283,0.0820488284323229
"7539",754,"HC0","x3","power",0.0674964105365463,0.0681862778870923
"7540",754,"HC0","x4","power",0.576227938511999,0.580971932539938
"7541",755,"HC0","x0","size",0.0380778047464325,0.0532558234819769
"7542",755,"HC0","x1","size",0.0249406031673512,0.032339320929203
"7543",755,"HC0","x2","size",0.203628459124977,0.240947583656534
"7544",755,"HC0","x3","size",0.504494797576686,0.49223258961914
"7545",755,"HC0","x4","size",0.499572523157921,0.527010504258696
"7546",755,"HC0","x0","power",0.018574693776919,0.0291559418758781
"7547",755,"HC0","x1","power",0.0549250992734118,0.0655163987100972
"7548",755,"HC0","x2","power",0.0392294455369751,0.0630176999897649
"7549",755,"HC0","x3","power",0.00756438868049727,0.00721997110036195
"7550",755,"HC0","x4","power",0.499572523157921,0.527010504258696
"7551",756,"HC0","x0","size",0.321493273844457,0.347412331498951
"7552",756,"HC0","x1","size",0.445110780872177,0.461420848307497
"7553",756,"HC0","x2","size",0.732836198729613,0.734913195147772
"7554",756,"HC0","x3","size",0.808080101275364,0.806391067481651
"7555",756,"HC0","x4","size",0.931837280865936,0.935302864550613
"7556",756,"HC0","x0","power",0.527928281366198,0.544095617763818
"7557",756,"HC0","x1","power",0.245596516368782,0.267205490808105
"7558",756,"HC0","x2","power",0.0814309489936051,0.0882881477352598
"7559",756,"HC0","x3","power",0.105201574688478,0.10296069789171
"7560",756,"HC0","x4","power",0.931837280865936,0.935302864550613
"7561",757,"HC0","x0","size",0.816540175017665,0.816369190974055
"7562",757,"HC0","x1","size",0.32149511913818,0.325063946282384
"7563",757,"HC0","x2","size",0.053802941906657,0.0511144298993312
"7564",757,"HC0","x3","size",0.180821166633917,0.191490410691368
"7565",757,"HC0","x4","size",0.250455183445819,0.249097712974626
"7566",757,"HC0","x0","power",0.846904089568603,0.846754221935417
"7567",757,"HC0","x1","power",0.155112603232565,0.159774868571714
"7568",757,"HC0","x2","power",0.705700749577562,0.701279330185817
"7569",757,"HC0","x3","power",0.00604824262005227,0.00758679397191962
"7570",757,"HC0","x4","power",0.250455183445819,0.249097712974626
"7571",758,"HC0","x0","size",0.745474772794113,0.754878611635321
"7572",758,"HC0","x1","size",0.850582189086044,0.857819941047841
"7573",758,"HC0","x2","size",0.199041398515763,0.204822120732907
"7574",758,"HC0","x3","size",0.527458397916014,0.559301623368903
"7575",758,"HC0","x4","size",0.0515861780460591,0.0633278500418181
"7576",758,"HC0","x0","power",0.939625976516356,0.941639829820044
"7577",758,"HC0","x1","power",0.919956663934137,0.923671100342097
"7578",758,"HC0","x2","power",0.448133893285095,0.451778216204234
"7579",758,"HC0","x3","power",0.195263234200122,0.241930191483787
"7580",758,"HC0","x4","power",0.0515861780460591,0.0633278500418181
"7581",759,"HC0","x0","size",0.2954294589659,0.354264027847966
"7582",759,"HC0","x1","size",0.417178078282574,0.466178699132694
"7583",759,"HC0","x2","size",0.891716993208869,0.900749532942872
"7584",759,"HC0","x3","size",0.307127291670006,0.306085429825361
"7585",759,"HC0","x4","size",0.302578291270104,0.318364787296821
"7586",759,"HC0","x0","power",0.394200265781527,0.447328333592052
"7587",759,"HC0","x1","power",0.295744106592663,0.351547440318854
"7588",759,"HC0","x2","power",0.366533071752255,0.356683154864015
"7589",759,"HC0","x3","power",0.557254753941531,0.554406078403966
"7590",759,"HC0","x4","power",0.302578291270104,0.318364787296821
"7591",760,"HC0","x0","size",0.26712631609644,0.276155986842659
"7592",760,"HC0","x1","size",0.718413226948483,0.721787465973696
"7593",760,"HC0","x2","size",0.54628271045674,0.558212240637581
"7594",760,"HC0","x3","size",0.307024956738351,0.313062706237823
"7595",760,"HC0","x4","size",0.0201514228522817,0.0216938237942359
"7596",760,"HC0","x0","power",0.485159720759151,0.491973897007761
"7597",760,"HC0","x1","power",0.367946883108304,0.375479765211455
"7598",760,"HC0","x2","power",0.0397001623228468,0.0492836190531391
"7599",760,"HC0","x3","power",0.0036373774923519,0.00531424759978301
"7600",760,"HC0","x4","power",0.0201514228522817,0.0216938237942359
"7601",761,"HC0","x0","size",0.485400095266752,0.501264724716685
"7602",761,"HC0","x1","size",0.193835933665484,0.222967836730878
"7603",761,"HC0","x2","size",0.271635253149504,0.274367211632996
"7604",761,"HC0","x3","size",0.0307284681242646,0.0372368199072928
"7605",761,"HC0","x4","size",0.94485991301503,0.945495993328517
"7606",761,"HC0","x0","power",0.264559261112873,0.284321168342942
"7607",761,"HC0","x1","power",0.443837992419351,0.469646351417608
"7608",761,"HC0","x2","power",0.00793010827173897,0.00882703523022594
"7609",761,"HC0","x3","power",1.57257555977342e-05,3.30537899023715e-05
"7610",761,"HC0","x4","power",0.94485991301503,0.945495993328517
"7611",762,"HC0","x0","size",0.884368901128736,0.885322535002949
"7612",762,"HC0","x1","size",0.842142593346894,0.842013329146046
"7613",762,"HC0","x2","size",0.43396564166981,0.488248783739256
"7614",762,"HC0","x3","size",0.648867777737559,0.65177596022219
"7615",762,"HC0","x4","size",0.879976824054594,0.881121594435759
"7616",762,"HC0","x0","power",0.675358674932388,0.678289700995928
"7617",762,"HC0","x1","power",0.41208076381945,0.411605631867478
"7618",762,"HC0","x2","power",0.333966024827204,0.398388458504367
"7619",762,"HC0","x3","power",0.0570361710169368,0.0642213450570389
"7620",762,"HC0","x4","power",0.879976824054594,0.881121594435759
"7621",763,"HC0","x0","size",0.401853706570284,0.414265402225807
"7622",763,"HC0","x1","size",0.343154873760615,0.36094616758778
"7623",763,"HC0","x2","size",0.170231738925245,0.188702376056331
"7624",763,"HC0","x3","size",0.641639994265479,0.661103949358196
"7625",763,"HC0","x4","size",0.510189090001015,0.511186296120999
"7626",763,"HC0","x0","power",0.285547208945493,0.300429209773055
"7627",763,"HC0","x1","power",0.483215987226344,0.496809015199048
"7628",763,"HC0","x2","power",0.0237808238248951,0.0325446060371292
"7629",763,"HC0","x3","power",0.283966801365971,0.321308607364163
"7630",763,"HC0","x4","power",0.510189090001015,0.511186296120999
"7631",764,"HC0","x0","size",0.400570064152924,0.394718869669003
"7632",764,"HC0","x1","size",0.437684554725246,0.432205366837623
"7633",764,"HC0","x2","size",0.224237575910703,0.234937177399986
"7634",764,"HC0","x3","size",0.315103098898086,0.34345378331263
"7635",764,"HC0","x4","size",0.137854951531144,0.155196346450803
"7636",764,"HC0","x0","power",0.258934575132949,0.253095791381089
"7637",764,"HC0","x1","power",0.664763732408805,0.660832539711156
"7638",764,"HC0","x2","power",0.0244578992179046,0.0318228723059008
"7639",764,"HC0","x3","power",0.00554400492436032,0.0123103007690161
"7640",764,"HC0","x4","power",0.137854951531144,0.155196346450803
"7641",765,"HC0","x0","size",0.408862782784805,0.437442408784574
"7642",765,"HC0","x1","size",0.550256453936851,0.582440317426205
"7643",765,"HC0","x2","size",0.716482964403926,0.730476011032941
"7644",765,"HC0","x3","size",0.0490902994447443,0.0528582848947507
"7645",765,"HC0","x4","size",0.0452986079049216,0.0559212048388795
"7646",765,"HC0","x0","power",0.524651687731081,0.548386323415652
"7647",765,"HC0","x1","power",0.426708703218369,0.466929678995001
"7648",765,"HC0","x2","power",0.457340562975289,0.484367933944651
"7649",765,"HC0","x3","power",0.818929548890447,0.819308245310695
"7650",765,"HC0","x4","power",0.0452986079049216,0.0559212048388795
"7651",766,"HC0","x0","size",0.779339629005928,0.786587969958303
"7652",766,"HC0","x1","size",0.762353823966399,0.766804449745883
"7653",766,"HC0","x2","size",0.129056953051165,0.147447921530749
"7654",766,"HC0","x3","size",0.0240158363355044,0.0347460065063034
"7655",766,"HC0","x4","size",0.528627202718252,0.537198790481656
"7656",766,"HC0","x0","power",0.834594560871134,0.839885294626965
"7657",766,"HC0","x1","power",0.458915894607019,0.470599251840027
"7658",766,"HC0","x2","power",0.00273037509459216,0.00517115144411712
"7659",766,"HC0","x3","power",0.31034763331347,0.329509881404142
"7660",766,"HC0","x4","power",0.528627202718252,0.537198790481656
"7661",767,"HC0","x0","size",0.354986560630685,0.36144214949794
"7662",767,"HC0","x1","size",0.980508397257038,0.980795331340426
"7663",767,"HC0","x2","size",0.968192566933835,0.96877377924972
"7664",767,"HC0","x3","size",0.968812690351137,0.971789317165936
"7665",767,"HC0","x4","size",0.282146736990903,0.343765483058988
"7666",767,"HC0","x0","power",0.634930923049767,0.63866396095978
"7667",767,"HC0","x1","power",0.569980689988918,0.577650871114886
"7668",767,"HC0","x2","power",0.0205227224113246,0.0261880106783129
"7669",767,"HC0","x3","power",0.0873522082506196,0.160244012569615
"7670",767,"HC0","x4","power",0.282146736990903,0.343765483058988
"7671",768,"HC0","x0","size",0.74144125158083,0.744974683862051
"7672",768,"HC0","x1","size",0.564954865817387,0.570311891941551
"7673",768,"HC0","x2","size",0.629919313623178,0.632060658036635
"7674",768,"HC0","x3","size",0.759020994629191,0.775438636020016
"7675",768,"HC0","x4","size",0.553466844415038,0.569130079066622
"7676",768,"HC0","x0","power",0.370556493850578,0.38204531279614
"7677",768,"HC0","x1","power",0.989872722667032,0.989968183616238
"7678",768,"HC0","x2","power",0.0400440523766283,0.0441006652599608
"7679",768,"HC0","x3","power",0.011514415343483,0.0225595247737072
"7680",768,"HC0","x4","power",0.553466844415038,0.569130079066622
"7681",769,"HC0","x0","size",0.426452558873942,0.434731224618402
"7682",769,"HC0","x1","size",0.477238230761796,0.482570774143727
"7683",769,"HC0","x2","size",0.468244270822808,0.476101882455638
"7684",769,"HC0","x3","size",0.730969805624646,0.731067531596233
"7685",769,"HC0","x4","size",0.323298957767127,0.330199304325357
"7686",769,"HC0","x0","power",0.590353954358398,0.596001154604687
"7687",769,"HC0","x1","power",0.311211546115086,0.31847118773833
"7688",769,"HC0","x2","power",0.520185642478017,0.527168088368176
"7689",769,"HC0","x3","power",0.153799443694955,0.157165429003498
"7690",769,"HC0","x4","power",0.323298957767127,0.330199304325357
"7691",770,"HC0","x0","size",0.506860202603012,0.556584112128821
"7692",770,"HC0","x1","size",0.94282470905035,0.949246816893099
"7693",770,"HC0","x2","size",0.0495261426257901,0.0606897563142042
"7694",770,"HC0","x3","size",0.675836371084193,0.715804042968663
"7695",770,"HC0","x4","size",0.0296630890770214,0.0845535991275315
"7696",770,"HC0","x0","power",0.797333415704024,0.816702106522251
"7697",770,"HC0","x1","power",0.612440179302968,0.664769085544433
"7698",770,"HC0","x2","power",0.357890989639884,0.378333673379168
"7699",770,"HC0","x3","power",0.037584915907996,0.111282045609311
"7700",770,"HC0","x4","power",0.0296630890770214,0.0845535991275315
"7701",771,"HC0","x0","size",0.263228264061347,0.274392040427127
"7702",771,"HC0","x1","size",0.488070772169459,0.501878804098198
"7703",771,"HC0","x2","size",0.259729780095103,0.289267253396975
"7704",771,"HC0","x3","size",0.75182122019868,0.75748197929566
"7705",771,"HC0","x4","size",0.1172605635718,0.139088791686173
"7706",771,"HC0","x0","power",0.411810045260484,0.42096367756442
"7707",771,"HC0","x1","power",0.297851199090831,0.313570831450906
"7708",771,"HC0","x2","power",0.623005164943183,0.64137392205288
"7709",771,"HC0","x3","power",0.0504198740293598,0.0665505769317665
"7710",771,"HC0","x4","power",0.1172605635718,0.139088791686173
"7711",772,"HC0","x0","size",0.144363640436656,0.154661208250673
"7712",772,"HC0","x1","size",0.0580761206512168,0.0700744808587523
"7713",772,"HC0","x2","size",0.211737286190072,0.212420378761601
"7714",772,"HC0","x3","size",0.370298429377678,0.408991784579707
"7715",772,"HC0","x4","size",0.836930654208033,0.837919291539826
"7716",772,"HC0","x0","power",0.0511106324533271,0.0593453279224724
"7717",772,"HC0","x1","power",0.1854504614086,0.200374328340913
"7718",772,"HC0","x2","power",0.000578645664168497,0.000702313736132728
"7719",772,"HC0","x3","power",0.0108469765148059,0.0227784198288824
"7720",772,"HC0","x4","power",0.836930654208033,0.837919291539826
"7721",773,"HC0","x0","size",0.121489554295301,0.128521180702043
"7722",773,"HC0","x1","size",0.0351431484586453,0.04027414891833
"7723",773,"HC0","x2","size",0.185080795313295,0.210710751336322
"7724",773,"HC0","x3","size",0.508821674629123,0.490651267136275
"7725",773,"HC0","x4","size",0.057834605962753,0.0796140967311478
"7726",773,"HC0","x0","power",0.318046005169946,0.324049801468153
"7727",773,"HC0","x1","power",0.0109939364050613,0.013827410663983
"7728",773,"HC0","x2","power",0.56251921273503,0.577533959120309
"7729",773,"HC0","x3","power",0.0678599846019244,0.0612058054534186
"7730",773,"HC0","x4","power",0.057834605962753,0.0796140967311478
"7731",774,"HC0","x0","size",0.889487307190495,0.892148072347401
"7732",774,"HC0","x1","size",0.994500484005377,0.994703841338416
"7733",774,"HC0","x2","size",0.982293341042583,0.983088391333792
"7734",774,"HC0","x3","size",0.366485433711818,0.436422766229833
"7735",774,"HC0","x4","size",0.95586637199502,0.957331061363429
"7736",774,"HC0","x0","power",0.675292314256087,0.683695817551501
"7737",774,"HC0","x1","power",0.73587414134131,0.747245582713772
"7738",774,"HC0","x2","power",0.197560187832774,0.228366973342668
"7739",774,"HC0","x3","power",0.305270698974391,0.43059584383442
"7740",774,"HC0","x4","power",0.95586637199502,0.957331061363429
"7741",775,"HC0","x0","size",0.780544984651912,0.784468271508057
"7742",775,"HC0","x1","size",0.520687293591754,0.531278853009958
"7743",775,"HC0","x2","size",0.169394528779867,0.183828352649132
"7744",775,"HC0","x3","size",0.467758987406306,0.509189814117969
"7745",775,"HC0","x4","size",0.369862941131857,0.42826855189293
"7746",775,"HC0","x0","power",0.4429749807939,0.453908189883641
"7747",775,"HC0","x1","power",0.990183232684699,0.990355188372775
"7748",775,"HC0","x2","power",0.00305425087323743,0.00514995685721637
"7749",775,"HC0","x3","power",0.167840437120261,0.224248678739447
"7750",775,"HC0","x4","power",0.369862941131857,0.42826855189293
"7751",776,"HC0","x0","size",0.531009537060026,0.571930123508137
"7752",776,"HC0","x1","size",0.33172292160336,0.402913516532437
"7753",776,"HC0","x2","size",0.61288837746785,0.631524128844136
"7754",776,"HC0","x3","size",0.801252425421427,0.810558360443759
"7755",776,"HC0","x4","size",0.116897687804582,0.144497455408195
"7756",776,"HC0","x0","power",0.727800777118148,0.750258316218862
"7757",776,"HC0","x1","power",0.221065879860555,0.301289730879568
"7758",776,"HC0","x2","power",0.334683905382302,0.369599341122347
"7759",776,"HC0","x3","power",0.266030202406587,0.299163780560433
"7760",776,"HC0","x4","power",0.116897687804582,0.144497455408195
"7761",777,"HC0","x0","size",0.102312208326434,0.109987222579008
"7762",777,"HC0","x1","size",0.0829332626548418,0.0877655810064326
"7763",777,"HC0","x2","size",0.472429863095082,0.473055130624231
"7764",777,"HC0","x3","size",0.596050914921819,0.616416885550785
"7765",777,"HC0","x4","size",0.472468191609911,0.485320699062875
"7766",777,"HC0","x0","power",0.055427753068943,0.0615506845311219
"7767",777,"HC0","x1","power",0.152557875840636,0.157880726335754
"7768",777,"HC0","x2","power",0.111542031590954,0.121058423009884
"7769",777,"HC0","x3","power",0.0181732307250242,0.0408433585358587
"7770",777,"HC0","x4","power",0.472468191609911,0.485320699062875
"7771",778,"HC0","x0","size",0.457332208918507,0.475526190041335
"7772",778,"HC0","x1","size",0.399070159876534,0.422973083354934
"7773",778,"HC0","x2","size",0.440049713049156,0.450008905215073
"7774",778,"HC0","x3","size",0.557177159432683,0.567489437020479
"7775",778,"HC0","x4","size",0.357673666818179,0.37942652397964
"7776",778,"HC0","x0","power",0.196599510981525,0.221792654777014
"7777",778,"HC0","x1","power",0.816391368249148,0.823058689784154
"7778",778,"HC0","x2","power",0.0042778998450131,0.00686529112004676
"7779",778,"HC0","x3","power",0.0185728644570857,0.0275890186599491
"7780",778,"HC0","x4","power",0.357673666818179,0.37942652397964
"7781",779,"HC0","x0","size",0.794429138947693,0.800043213104067
"7782",779,"HC0","x1","size",0.836445895894815,0.840291364385
"7783",779,"HC0","x2","size",0.361046944459038,0.379625982765316
"7784",779,"HC0","x3","size",0.463518230712991,0.474759624905871
"7785",779,"HC0","x4","size",0.248359544199584,0.2558500427535
"7786",779,"HC0","x0","power",0.493625479921218,0.509739808242927
"7787",779,"HC0","x1","power",0.798021163259311,0.802906093668468
"7788",779,"HC0","x2","power",0.0386122573105005,0.0505800505478369
"7789",779,"HC0","x3","power",0.0487120789087409,0.0577238929094347
"7790",779,"HC0","x4","power",0.248359544199584,0.2558500427535
"7791",780,"HC0","x0","size",0.539712758162704,0.575265411996514
"7792",780,"HC0","x1","size",0.501507702117276,0.550642948244383
"7793",780,"HC0","x2","size",0.517906496152285,0.566425847027799
"7794",780,"HC0","x3","size",0.520367365573703,0.541285324535807
"7795",780,"HC0","x4","size",0.768371330289927,0.778530859695546
"7796",780,"HC0","x0","power",0.404794433350286,0.450490705699452
"7797",780,"HC0","x1","power",0.684073198692128,0.713883719655397
"7798",780,"HC0","x2","power",0.0563315206438458,0.103936070953148
"7799",780,"HC0","x3","power",0.0883714632955983,0.113912134222291
"7800",780,"HC0","x4","power",0.768371330289927,0.778530859695546
"7801",781,"HC0","x0","size",0.00743316569791768,0.0133591640505736
"7802",781,"HC0","x1","size",0.0133041734453442,0.0224778786145311
"7803",781,"HC0","x2","size",0.0435913012766844,0.0767945651845913
"7804",781,"HC0","x3","size",0.279194257495993,0.288291271657196
"7805",781,"HC0","x4","size",0.226795568885042,0.238052638224652
"7806",781,"HC0","x0","power",0.00251138269564007,0.00556723622626795
"7807",781,"HC0","x1","power",0.0347200131818321,0.0492657654889255
"7808",781,"HC0","x2","power",0.00151990272280224,0.00731507931725718
"7809",781,"HC0","x3","power",0.0907677315043646,0.103136743535119
"7810",781,"HC0","x4","power",0.226795568885042,0.238052638224652
"7811",782,"HC0","x0","size",0.614254525395705,0.623215594636387
"7812",782,"HC0","x1","size",0.710715924227087,0.711223977317389
"7813",782,"HC0","x2","size",0.138953550276935,0.150609407800217
"7814",782,"HC0","x3","size",0.926150401704823,0.927717889523129
"7815",782,"HC0","x4","size",0.949553679421892,0.950590098816588
"7816",782,"HC0","x0","power",0.860590224651116,0.863691587855662
"7817",782,"HC0","x1","power",0.9034342467498,0.903527510643507
"7818",782,"HC0","x2","power",0.00997584372897263,0.0143262011872531
"7819",782,"HC0","x3","power",0.0948640927230801,0.105426664382838
"7820",782,"HC0","x4","power",0.949553679421892,0.950590098816588
"7821",783,"HC0","x0","size",0.930030730995932,0.933996700121632
"7822",783,"HC0","x1","size",0.948748177733893,0.952252582502714
"7823",783,"HC0","x2","size",0.288794365561312,0.300295755098687
"7824",783,"HC0","x3","size",0.0629985672561068,0.0915302527343782
"7825",783,"HC0","x4","size",0.350356427881346,0.367900045841778
"7826",783,"HC0","x0","power",0.743572087753295,0.759417077356773
"7827",783,"HC0","x1","power",0.660117829078932,0.686038586574584
"7828",783,"HC0","x2","power",0.00667526743211863,0.00932927537001329
"7829",783,"HC0","x3","power",0.532628999460391,0.556588898068456
"7830",783,"HC0","x4","power",0.350356427881346,0.367900045841778
"7831",784,"HC0","x0","size",0.279171472944056,0.319806486877755
"7832",784,"HC0","x1","size",0.313130924202304,0.328547362859589
"7833",784,"HC0","x2","size",0.20638410218097,0.221143957770244
"7834",784,"HC0","x3","size",0.754934043652793,0.761445093082352
"7835",784,"HC0","x4","size",0.516944179653034,0.537846996394988
"7836",784,"HC0","x0","power",0.204599860915239,0.246249487792854
"7837",784,"HC0","x1","power",0.444108287057079,0.456063845975305
"7838",784,"HC0","x2","power",0.0319343906130769,0.0421024995910259
"7839",784,"HC0","x3","power",0.436851031209896,0.452124384571937
"7840",784,"HC0","x4","power",0.516944179653034,0.537846996394988
"7841",785,"HC0","x0","size",0.485418106684765,0.499880930217875
"7842",785,"HC0","x1","size",0.447366735843489,0.455929020956152
"7843",785,"HC0","x2","size",0.193662484872287,0.207082895249655
"7844",785,"HC0","x3","size",0.185951246276199,0.189968299112447
"7845",785,"HC0","x4","size",0.882762371861207,0.896664868586111
"7846",785,"HC0","x0","power",0.878753414063642,0.881687041904309
"7847",785,"HC0","x1","power",0.171056215162201,0.183560487552432
"7848",785,"HC0","x2","power",0.564552135318675,0.571896300786691
"7849",785,"HC0","x3","power",0.00295045891633217,0.0046946376138107
"7850",785,"HC0","x4","power",0.882762371861207,0.896664868586111
"7851",786,"HC0","x0","size",0.121153006022453,0.188167099379974
"7852",786,"HC0","x1","size",0.155497698082881,0.216326194814515
"7853",786,"HC0","x2","size",0.329783967144254,0.332587847947718
"7854",786,"HC0","x3","size",0.706282981278524,0.724798497222253
"7855",786,"HC0","x4","size",0.43082954435625,0.444854042010855
"7856",786,"HC0","x0","power",0.081011410922546,0.140787664267502
"7857",786,"HC0","x1","power",0.256729983953293,0.317938931128499
"7858",786,"HC0","x2","power",0.00365115864046768,0.00560853905818596
"7859",786,"HC0","x3","power",0.051930418769601,0.081056578186466
"7860",786,"HC0","x4","power",0.43082954435625,0.444854042010855
"7861",787,"HC0","x0","size",0.385891073194349,0.397193038896658
"7862",787,"HC0","x1","size",0.756078764949033,0.760666666820439
"7863",787,"HC0","x2","size",0.886720562274176,0.888090450632748
"7864",787,"HC0","x3","size",0.313420933440747,0.334176826179629
"7865",787,"HC0","x4","size",0.294398234546968,0.301943428919557
"7866",787,"HC0","x0","power",0.765105702813014,0.768648729339409
"7867",787,"HC0","x1","power",0.377602553069937,0.390831672818989
"7868",787,"HC0","x2","power",0.0815411706287809,0.0903813372245136
"7869",787,"HC0","x3","power",0.378598919218163,0.395363131271529
"7870",787,"HC0","x4","power",0.294398234546968,0.301943428919557
"7871",788,"HC0","x0","size",0.802377704885633,0.804999402404717
"7872",788,"HC0","x1","size",0.876324716414436,0.88048419510794
"7873",788,"HC0","x2","size",0.686985504759404,0.693627291403848
"7874",788,"HC0","x3","size",0.312844702471479,0.32700613046176
"7875",788,"HC0","x4","size",0.622610576706236,0.627892465391748
"7876",788,"HC0","x0","power",0.778953645600921,0.781929375986912
"7877",788,"HC0","x1","power",0.539046735075261,0.556324824318614
"7878",788,"HC0","x2","power",0.0907674102895165,0.107235495198903
"7879",788,"HC0","x3","power",0.00160461441793599,0.00341681971549347
"7880",788,"HC0","x4","power",0.622610576706236,0.627892465391748
"7881",789,"HC0","x0","size",0.685421034287795,0.694417850897632
"7882",789,"HC0","x1","size",0.691577555397038,0.700091708711083
"7883",789,"HC0","x2","size",0.509786440579822,0.516156385735561
"7884",789,"HC0","x3","size",0.958315673679749,0.96123630612397
"7885",789,"HC0","x4","size",0.694120503071519,0.701848929841821
"7886",789,"HC0","x0","power",0.46242332844307,0.477271455914109
"7887",789,"HC0","x1","power",0.99177823269473,0.991974531631358
"7888",789,"HC0","x2","power",0.0200225848646567,0.0254315108868103
"7889",789,"HC0","x3","power",0.402020913117695,0.456484997212393
"7890",789,"HC0","x4","power",0.694120503071519,0.701848929841821
"7891",790,"HC0","x0","size",0.65399137540756,0.659069041107857
"7892",790,"HC0","x1","size",0.875563250197873,0.876697183774404
"7893",790,"HC0","x2","size",0.799200187257829,0.800269708644253
"7894",790,"HC0","x3","size",0.299292461393214,0.323954295654853
"7895",790,"HC0","x4","size",0.257253628714608,0.281306146077279
"7896",790,"HC0","x0","power",0.471348596584472,0.478783510841849
"7897",790,"HC0","x1","power",0.849158677224208,0.850552907202184
"7898",790,"HC0","x2","power",0.421854562148439,0.425082851129191
"7899",790,"HC0","x3","power",0.0268580319976402,0.0394069798192948
"7900",790,"HC0","x4","power",0.257253628714608,0.281306146077279
"7901",791,"HC0","x0","size",0.526122791113786,0.536740770919789
"7902",791,"HC0","x1","size",0.482316312700253,0.499527322696993
"7903",791,"HC0","x2","size",0.68178836490252,0.689020762811934
"7904",791,"HC0","x3","size",0.478670493732398,0.521004887341286
"7905",791,"HC0","x4","size",0.684908535522583,0.692127433287185
"7906",791,"HC0","x0","power",0.3684456018686,0.381530352351644
"7907",791,"HC0","x1","power",0.697518756178772,0.70677130782075
"7908",791,"HC0","x2","power",0.0817076609277036,0.0976410361783374
"7909",791,"HC0","x3","power",0.12136206890608,0.169541160964846
"7910",791,"HC0","x4","power",0.684908535522583,0.692127433287185
"7911",792,"HC0","x0","size",0.016404014205712,0.0233886669552748
"7912",792,"HC0","x1","size",0.214608036396309,0.230259856161281
"7913",792,"HC0","x2","size",0.97907047018939,0.979982585317318
"7914",792,"HC0","x3","size",0.830795964761787,0.843399578844211
"7915",792,"HC0","x4","size",0.169415751218213,0.206284480715263
"7916",792,"HC0","x0","power",0.0458221457597926,0.0584770597763963
"7917",792,"HC0","x1","power",0.0766675555412698,0.0902293167976893
"7918",792,"HC0","x2","power",0.139767748580579,0.173636298919548
"7919",792,"HC0","x3","power",0.0298396329697362,0.0619219090928299
"7920",792,"HC0","x4","power",0.169415751218213,0.206284480715263
"7921",793,"HC0","x0","size",0.918387494381437,0.919003161074184
"7922",793,"HC0","x1","size",0.991007388177502,0.991118382038312
"7923",793,"HC0","x2","size",0.355677589690292,0.362826179278589
"7924",793,"HC0","x3","size",0.732403516998986,0.745608146387033
"7925",793,"HC0","x4","size",0.242875875643891,0.257446991345337
"7926",793,"HC0","x0","power",0.650933522046474,0.654015057625979
"7927",793,"HC0","x1","power",0.609111206072804,0.615209109388591
"7928",793,"HC0","x2","power",0.305592600150806,0.311168605670158
"7929",793,"HC0","x3","power",0.0781822957369498,0.110981790862182
"7930",793,"HC0","x4","power",0.242875875643891,0.257446991345337
"7931",794,"HC0","x0","size",0.397014761316769,0.413077313975117
"7932",794,"HC0","x1","size",0.327000115351462,0.336363460928763
"7933",794,"HC0","x2","size",0.894027220559683,0.896064592905621
"7934",794,"HC0","x3","size",0.799582272813337,0.809306539001964
"7935",794,"HC0","x4","size",0.498958842884669,0.510986839681727
"7936",794,"HC0","x0","power",0.725969568598199,0.733636370689198
"7937",794,"HC0","x1","power",0.143043195591275,0.15269058172611
"7938",794,"HC0","x2","power",0.108512291296537,0.125434835944014
"7939",794,"HC0","x3","power",0.000414575943414661,0.00154240088133203
"7940",794,"HC0","x4","power",0.498958842884669,0.510986839681727
"7941",795,"HC0","x0","size",0.184525618089392,0.224498955215998
"7942",795,"HC0","x1","size",0.176211162811509,0.211420228524077
"7943",795,"HC0","x2","size",0.125694054567615,0.164616102230147
"7944",795,"HC0","x3","size",0.844641325031655,0.854024839147234
"7945",795,"HC0","x4","size",0.817479581143254,0.822271260015471
"7946",795,"HC0","x0","power",0.266691350546562,0.305200803212099
"7947",795,"HC0","x1","power",0.107281665841665,0.140777514291692
"7948",795,"HC0","x2","power",0.886670291612642,0.890920320733548
"7949",795,"HC0","x3","power",0.0694717538861286,0.104446361974278
"7950",795,"HC0","x4","power",0.817479581143254,0.822271260015471
