"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"5324",533,"HC0","x3","size",0.0258093275916477,0.0417639416472355
"5325",533,"HC0","x4","size",0.659445263638286,0.677026693274517
"5326",533,"HC0","x0","power",0.218093647773154,0.23463365694824
"5327",533,"HC0","x1","power",0.0221809227924261,0.0303818211370708
"5328",533,"HC0","x2","power",0.198847620316718,0.227927719774525
"5329",533,"HC0","x3","power",0.235541987094709,0.267680517929557
"5330",533,"HC0","x4","power",0.659445263638286,0.677026693274517
"5331",534,"HC0","x0","size",0.333943434033965,0.369052461990455
"5332",534,"HC0","x1","size",0.3089970791622,0.343499433932526
"5333",534,"HC0","x2","size",0.0108456987885636,0.0145258764209599
"5334",534,"HC0","x3","size",0.145365363852088,0.139133958722605
"5335",534,"HC0","x4","size",0.410970082165772,0.41372687239362
"5336",534,"HC0","x0","power",0.521160656388262,0.546560294000193
"5337",534,"HC0","x1","power",0.174647604090523,0.207887100288723
"5338",534,"HC0","x2","power",0.287210278092169,0.297698039977703
"5339",534,"HC0","x3","power",0.00288218109394372,0.0027701710778694
"5340",534,"HC0","x4","power",0.410970082165772,0.41372687239362
"5341",535,"HC0","x0","size",0.879127083760885,0.881258883877126
"5342",535,"HC0","x1","size",0.629800918392047,0.639124135406032
"5343",535,"HC0","x2","size",0.449458739522829,0.485201222235852
"5344",535,"HC0","x3","size",0.284006067240397,0.33745034224039
"5345",535,"HC0","x4","size",0.47478334852893,0.485036279714597
"5346",535,"HC0","x0","power",0.629664786882411,0.637423596512213
"5347",535,"HC0","x1","power",0.927230805878707,0.928751847381765
"5348",535,"HC0","x2","power",0.0434007438754423,0.0710986215497228
"5349",535,"HC0","x3","power",0.063745193767319,0.105513082062901
"5350",535,"HC0","x4","power",0.47478334852893,0.485036279714597
"5351",536,"HC0","x0","size",0.0843728874105628,0.0933031051061808
"5352",536,"HC0","x1","size",0.117331282781666,0.127760175768982
"5353",536,"HC0","x2","size",0.121315818147728,0.133218048603919
"5354",536,"HC0","x3","size",0.0528330718217363,0.0665880993254883
"5355",536,"HC0","x4","size",0.00388768268127991,0.00702025008920422
"5356",536,"HC0","x0","power",0.169247705947972,0.177764926382193
"5357",536,"HC0","x1","power",0.045728151700161,0.0542525008712728
"5358",536,"HC0","x2","power",0.831523277514477,0.832449216740766
"5359",536,"HC0","x3","power",0.620562509044641,0.630754815335006
"5360",536,"HC0","x4","power",0.00388768268127991,0.00702025008920422
"5361",537,"HC0","x0","size",0.365372856024375,0.390344384944879
"5362",537,"HC0","x1","size",0.24349384411563,0.272051965774204
"5363",537,"HC0","x2","size",0.529018612748234,0.545917098002912
"5364",537,"HC0","x3","size",0.0703066301017346,0.0879434907155113
"5365",537,"HC0","x4","size",0.277716231887554,0.289061187443251
"5366",537,"HC0","x0","power",0.544103878377002,0.562819891714798
"5367",537,"HC0","x1","power",0.141120648825151,0.168910966298649
"5368",537,"HC0","x2","power",0.0460677794507167,0.0654295360749551
"5369",537,"HC0","x3","power",0.795843223005908,0.803323017146641
"5370",537,"HC0","x4","power",0.277716231887554,0.289061187443251
"5371",538,"HC0","x0","size",0.554489737976055,0.581645208258969
"5372",538,"HC0","x1","size",0.362940543794051,0.363486295291419
"5373",538,"HC0","x2","size",0.263733792236467,0.303198934521334
"5374",538,"HC0","x3","size",0.766118713689914,0.771929071848673
"5375",538,"HC0","x4","size",0.575664781935303,0.59327252325187
"5376",538,"HC0","x0","power",0.324617867190035,0.368909677306668
"5377",538,"HC0","x1","power",0.684778630255938,0.697155765321664
"5378",538,"HC0","x2","power",0.0385936977232076,0.0645686342698026
"5379",538,"HC0","x3","power",0.261408137033302,0.278142512636997
"5380",538,"HC0","x4","power",0.575664781935303,0.59327252325187
"5381",539,"HC0","x0","size",0.994720228116841,0.994931677126929
"5382",539,"HC0","x1","size",0.801018376031099,0.813411091740374
"5383",539,"HC0","x2","size",0.159714754213349,0.208348099555207
"5384",539,"HC0","x3","size",0.180213262064023,0.183565484430414
"5385",539,"HC0","x4","size",0.512745175545783,0.547449131457178
"5386",539,"HC0","x0","power",0.716646118642749,0.73048307959856
"5387",539,"HC0","x1","power",0.770648850697818,0.785083014010204
"5388",539,"HC0","x2","power",0.00823051931417482,0.0205481642747571
"5389",539,"HC0","x3","power",0.697468219949129,0.695165677651232
"5390",539,"HC0","x4","power",0.512745175545783,0.547449131457178
"5391",540,"HC0","x0","size",0.0971595116878804,0.110190618743923
"5392",540,"HC0","x1","size",0.0683417619263463,0.0741355805408748
"5393",540,"HC0","x2","size",0.150250114520047,0.154669015135927
"5394",540,"HC0","x3","size",0.239713953405763,0.273421152612581
"5395",540,"HC0","x4","size",0.27754508051671,0.315192460438213
"5396",540,"HC0","x0","power",0.18207962628743,0.19595520276471
"5397",540,"HC0","x1","power",0.0276758647392739,0.0321175867020213
"5398",540,"HC0","x2","power",0.469288676921547,0.470562760399177
"5399",540,"HC0","x3","power",0.225248256688446,0.259473152384238
"5400",540,"HC0","x4","power",0.27754508051671,0.315192460438213
"5401",541,"HC0","x0","size",0.161856037579975,0.181869060604734
"5402",541,"HC0","x1","size",0.247853357592506,0.272355227852833
"5403",541,"HC0","x2","size",0.188836339339991,0.194592084856151
"5404",541,"HC0","x3","size",0.646647457328961,0.678706996654743
"5405",541,"HC0","x4","size",0.273245186500365,0.277047038283402
"5406",541,"HC0","x0","power",0.0790453392843002,0.096816389894883
"5407",541,"HC0","x1","power",0.471042462506253,0.489448155285744
"5408",541,"HC0","x2","power",0.00349083160315314,0.00442078719214193
"5409",541,"HC0","x3","power",0.134680474103446,0.204585779549528
"5410",541,"HC0","x4","power",0.273245186500365,0.277047038283402
"5411",542,"HC0","x0","size",0.0888523846822949,0.138737887117448
"5412",542,"HC0","x1","size",0.133173726858917,0.192091245868407
"5413",542,"HC0","x2","size",0.442092448540352,0.464987891045438
"5414",542,"HC0","x3","size",0.243120125246689,0.23285230329604
"5415",542,"HC0","x4","size",0.773119045561961,0.775415194451173
"5416",542,"HC0","x0","power",0.151893757676549,0.209704920805421
"5417",542,"HC0","x1","power",0.0699625707402642,0.118707601299801
"5418",542,"HC0","x2","power",0.363742052903278,0.371929829981911
"5419",542,"HC0","x3","power",0.0052124370027858,0.00444069089747168
"5420",542,"HC0","x4","power",0.773119045561961,0.775415194451173
"5421",543,"HC0","x0","size",0.928092325080635,0.930132801965627
"5422",543,"HC0","x1","size",0.66145797927063,0.665784872723746
"5423",543,"HC0","x2","size",0.880138831078274,0.883210497251112
"5424",543,"HC0","x3","size",0.404578697738942,0.424144140696515
"5425",543,"HC0","x4","size",0.00128773491210509,0.00128592768304448
"5426",543,"HC0","x0","power",0.724919996862698,0.733661292185998
"5427",543,"HC0","x1","power",0.957880235859758,0.958292561083436
"5428",543,"HC0","x2","power",0.103006008852283,0.123283496741555
"5429",543,"HC0","x3","power",0.133798174769817,0.151790984917844
"5430",543,"HC0","x4","power",0.00128773491210509,0.00128592768304448
"5431",544,"HC0","x0","size",0.289749245486571,0.310657291178815
"5432",544,"HC0","x1","size",0.149196390865914,0.163590227183141
"5433",544,"HC0","x2","size",0.0420679173240854,0.0546474049468092
"5434",544,"HC0","x3","size",0.666995471947183,0.672856244883672
"5435",544,"HC0","x4","size",0.422872672955004,0.440174342267894
"5436",544,"HC0","x0","power",0.150744726361795,0.171637469330756
"5437",544,"HC0","x1","power",-27.4952096882362,-38.5694007143793
"5438",544,"HC0","x2","power",0.000630195305884442,0.00136025769293611
"5439",544,"HC0","x3","power",0.0709157523655036,0.0833301961381659
"5440",544,"HC0","x4","power",0.422872672955004,0.440174342267894
"5441",545,"HC0","x0","size",0.827556912728954,0.837261351423987
"5442",545,"HC0","x1","size",0.615885090243261,0.64437171914636
"5443",545,"HC0","x2","size",0.445949199903402,0.484586709207223
"5444",545,"HC0","x3","size",0.152397904316362,0.197777448695095
"5445",545,"HC0","x4","size",0.435439547801675,0.476415010701883
"5446",545,"HC0","x0","power",0.850380158045181,0.858707346071508
"5447",545,"HC0","x1","power",0.406239163440061,0.448597106356786
"5448",545,"HC0","x2","power",0.682891456470145,0.705146440506706
"5449",545,"HC0","x3","power",0.393975177985294,0.434581113696431
"5450",545,"HC0","x4","power",0.435439547801675,0.476415010701883
"5451",546,"HC0","x0","size",0.451987726863442,0.506762915434672
"5452",546,"HC0","x1","size",0.331181785665511,0.402174520925042
"5453",546,"HC0","x2","size",0.500653634700143,0.562080254482128
"5454",546,"HC0","x3","size",0.620177308081143,0.657911079548548
"5455",546,"HC0","x4","size",0.0660571104318755,0.0738979544790503
"5456",546,"HC0","x0","power",0.567241116727352,0.610121513768827
"5457",546,"HC0","x1","power",0.252651961039319,0.326198340544373
"5458",546,"HC0","x2","power",0.644148985663894,0.685762078031813
"5459",546,"HC0","x3","power",0.547902396205111,0.593343811421995
"5460",546,"HC0","x4","power",0.0660571104318755,0.0738979544790503
"5461",547,"HC0","x0","size",0.17451088081842,0.185863866664445
"5462",547,"HC0","x1","size",0.145310254624388,0.158876738978998
"5463",547,"HC0","x2","size",0.310187957356672,0.322668161776241
"5464",547,"HC0","x3","size",0.722109883111734,0.722907403197992
"5465",547,"HC0","x4","size",0.361041453612486,0.362105710286273
"5466",547,"HC0","x0","power",1.00819232981582,0.816900319581613
"5467",547,"HC0","x1","power",0.0600377017350261,0.0715056825497321
"5468",547,"HC0","x2","power",0.373020022600801,0.382022595815036
"5469",547,"HC0","x3","power",0.112684487572547,0.119472664636874
"5470",547,"HC0","x4","power",0.361041453612486,0.362105710286273
"5471",548,"HC0","x0","size",0.0274924148201426,0.0372991113676429
"5472",548,"HC0","x1","size",0.0494054589608264,0.061056446209251
"5473",548,"HC0","x2","size",0.216494945013045,0.235372793758031
"5474",548,"HC0","x3","size",0.48291080403925,0.46915415868755
"5475",548,"HC0","x4","size",0.775309625064693,0.782807066582339
"5476",548,"HC0","x0","power",0.0604017646518245,0.0743064760691936
"5477",548,"HC0","x1","power",0.0207085514529247,0.0285603816422431
"5478",548,"HC0","x2","power",0.542573513765592,0.555467182170264
"5479",548,"HC0","x3","power",0.0162939959868943,0.0149481236676009
"5480",548,"HC0","x4","power",0.775309625064693,0.782807066582339
"5481",549,"HC0","x0","size",0.0368171637885548,0.0398385655921453
"5482",549,"HC0","x1","size",0.0182015273442754,0.0217350513554708
"5483",549,"HC0","x2","size",0.10620124747457,0.127991612228004
"5484",549,"HC0","x3","size",0.0107984728465511,0.0116490362470342
"5485",549,"HC0","x4","size",0.218430294087406,0.253016410267855
"5486",549,"HC0","x0","power",0.139466322314499,0.144117223026563
"5487",549,"HC0","x1","power",0.00553043487394666,0.00736445964747459
"5488",549,"HC0","x2","power",0.760021833967239,0.766302180505383
"5489",549,"HC0","x3","power",0.576461078749885,0.569702918467957
"5490",549,"HC0","x4","power",0.218430294087406,0.253016410267855
"5491",550,"HC0","x0","size",0.614322582481656,0.61381413201994
"5492",550,"HC0","x1","size",0.376852296976378,0.375584601420344
"5493",550,"HC0","x2","size",0.562566752518411,0.568266203328996
"5494",550,"HC0","x3","size",0.796613781446522,0.805941400575723
"5495",550,"HC0","x4","size",0.027075612414957,0.0339406440046113
"5496",550,"HC0","x0","power",0.814777145502192,0.814379872026558
"5497",550,"HC0","x1","power",0.251091673250858,0.251171444976071
"5498",550,"HC0","x2","power",0.553080536686925,0.558883947099026
"5499",550,"HC0","x3","power",0.249809209541566,0.288559326308249
"5500",550,"HC0","x4","power",0.027075612414957,0.0339406440046113
"5501",551,"HC0","x0","size",0.396062279547703,0.399936711386513
"5502",551,"HC0","x1","size",0.893831119136342,0.895960631596339
"5503",551,"HC0","x2","size",0.19898385148321,0.209498982888665
"5504",551,"HC0","x3","size",0.059817206238279,0.0866385354211795
"5505",551,"HC0","x4","size",0.0727013210813746,0.0899546183546255
"5506",551,"HC0","x0","power",0.16999649023689,0.175098290565937
"5507",551,"HC0","x1","power",0.675164444229682,0.682339926893685
"5508",551,"HC0","x2","power",0.383321781869056,0.391543626510941
"5509",551,"HC0","x3","power",0.000748638473349562,0.00305475330706135
"5510",551,"HC0","x4","power",0.0727013210813746,0.0899546183546255
"5511",552,"HC0","x0","size",0.945176283153559,0.945358284319884
"5512",552,"HC0","x1","size",0.964031360806204,0.964183642365652
"5513",552,"HC0","x2","size",0.640379810155744,0.635977048713506
"5514",552,"HC0","x3","size",0.631127484314481,0.642332998423737
"5515",552,"HC0","x4","size",0.780551498712838,0.784939209937116
"5516",552,"HC0","x0","power",0.783766610543798,0.784580748932568
"5517",552,"HC0","x1","power",0.767615898268732,0.768772713582568
"5518",552,"HC0","x2","power",0.074840897420231,0.0737494797826777
"5519",552,"HC0","x3","power",0.38756637929724,0.407709702688214
"5520",552,"HC0","x4","power",0.780551498712838,0.784939209937116
"5521",553,"HC0","x0","size",0.955667318271701,0.956687131447034
"5522",553,"HC0","x1","size",0.769183459741855,0.774986273711836
"5523",553,"HC0","x2","size",0.308297839160828,0.321000422786767
"5524",553,"HC0","x3","size",0.167149489807069,0.185733672911543
"5525",553,"HC0","x4","size",0.135612913801931,0.147006615783271
"5526",553,"HC0","x0","power",0.667514290286717,0.676900161298943
"5527",553,"HC0","x1","power",0.828352543601178,0.832509373493501
"5528",553,"HC0","x2","power",0.00166613357500166,0.00319918002245356
"5529",553,"HC0","x3","power",0.060139142509438,0.0749455271435472
"5530",553,"HC0","x4","power",0.135612913801931,0.147006615783271
"5531",554,"HC0","x0","size",0.192065465678175,0.199465657093159
"5532",554,"HC0","x1","size",0.124152201196894,0.134390789141438
"5533",554,"HC0","x2","size",0.54607915829597,0.556005268133542
"5534",554,"HC0","x3","size",0.0341714340911054,0.0320645678173667
"5535",554,"HC0","x4","size",0.824993789883139,0.830785164941943
"5536",554,"HC0","x0","power",0.368577071378109,0.375220210900504
"5537",554,"HC0","x1","power",0.0389782012998482,0.0457889323044291
"5538",554,"HC0","x2","power",0.0141548382383171,0.0186748375099019
"5539",554,"HC0","x3","power",0.942260592207416,0.941699592734225
"5540",554,"HC0","x4","power",0.824993789883139,0.830785164941943
"5541",555,"HC0","x0","size",0.962036107589876,0.963040866814834
"5542",555,"HC0","x1","size",0.627407611560414,0.627087446317166
"5543",555,"HC0","x2","size",0.213466257842551,0.225317266918182
"5544",555,"HC0","x3","size",0.148616993009073,0.191040870237497
"5545",555,"HC0","x4","size",0.236296384601184,0.316270728400953
"5546",555,"HC0","x0","power",0.765715378674639,0.77258729524521
"5547",555,"HC0","x1","power",0.350122321921444,0.351146213087239
"5548",555,"HC0","x2","power",0.936994413885538,0.937719703682398
"5549",555,"HC0","x3","power",0.0149781725793902,0.0284490482242621
"5550",555,"HC0","x4","power",0.236296384601184,0.316270728400953
"5551",556,"HC0","x0","size",0.544273639712763,0.552365441795793
"5552",556,"HC0","x1","size",0.289098190071404,0.297219610946947
"5553",556,"HC0","x2","size",0.378393005228603,0.383406899962069
"5554",556,"HC0","x3","size",0.396648633648926,0.406307678437221
"5555",556,"HC0","x4","size",0.605142736949929,0.616381426343617
"5556",556,"HC0","x0","power",0.295040526879949,0.305679130333885
"5557",556,"HC0","x1","power",0.554828672270546,0.559232991437746
"5558",556,"HC0","x2","power",0.0145049948423815,0.0173072318485956
"5559",556,"HC0","x3","power",0.0365916972028489,0.0464452352620894
"5560",556,"HC0","x4","power",0.605142736949929,0.616381426343617
"5561",557,"HC0","x0","size",0.0127600504872712,0.521945907116109
"5562",557,"HC0","x1","size",0.36960982815028,0.40036763346025
"5563",557,"HC0","x2","size",0.571956491012764,0.599270564315867
"5564",557,"HC0","x3","size",0.746738065775395,0.756916677788967
"5565",557,"HC0","x4","size",0.810834284724222,0.812465510335829
"5566",557,"HC0","x0","power",0.253783643055569,0.286411707168545
"5567",557,"HC0","x1","power",0.51646430474514,0.539045410439573
"5568",557,"HC0","x2","power",0.0538368366398399,0.0826159199992686
"5569",557,"HC0","x3","power",0.120850771869294,0.160609791707559
"5570",557,"HC0","x4","power",0.810834284724222,0.812465510335829
"5571",558,"HC0","x0","size",0.439243291600778,0.472903056118606
"5572",558,"HC0","x1","size",0.404542838624541,0.426225881741777
"5573",558,"HC0","x2","size",0.865813899917498,0.873531165903067
"5574",558,"HC0","x3","size",0.169797554360725,0.18653539169835
"5575",558,"HC0","x4","size",0.200822460471647,0.238539747898127
"5576",558,"HC0","x0","power",0.291058926626286,0.330961833527279
