"","X","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"22093",43,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x1","power","Satt",0.011,0.043,0.081,0
"22094",44,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x1","size","Satt",0.001,0.025,0.051,0
"22095",45,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x2","power","Satt",0.281,0.514,0.645,0
"22096",46,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x2","size","Satt",0.003,0.035,0.066,0
"22097",47,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x3","power","Satt",0.134,0.288,0.378,0
"22098",48,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x3","size","Satt",0.003,0.014,0.033,0
"22099",49,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x4","power","Satt",0.007,0.029,0.068,0
"22100",50,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4","x4","size","Satt",0.007,0.029,0.068,0
"22101",51,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x0","power","Satt",0.007,0.035,0.069,0
"22102",52,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x0","size","Satt",0.002,0.019,0.048,0
"22103",53,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x1","power","Satt",0.005,0.028,0.067,0
"22104",54,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x1","size","Satt",0,0.017,0.037,0
"22105",55,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x2","power","Satt",0.185,0.458,0.613,0
"22106",56,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x2","size","Satt",0,0.015,0.046,0
"22107",57,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x3","power","Satt",0.092,0.242,0.385,0
"22108",58,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x3","size","Satt",0.002,0.004,0.018,0
"22109",59,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x4","power","Satt",0.002,0.019,0.05,0
"22110",60,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC4m","x4","size","Satt",0.002,0.019,0.05,0
"22111",61,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x0","power","Satt",0.035,0.105,0.189,0
"22112",62,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x0","size","Satt",0.016,0.059,0.112,0
"22113",63,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x1","power","Satt",0.032,0.104,0.192,0
"22114",64,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x1","size","Satt",0.015,0.061,0.111,0
"22115",65,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x2","power","Satt",0.49,0.72,0.822,0
"22116",66,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x2","size","Satt",0.013,0.069,0.112,0
"22117",67,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x3","power","Satt",0.361,0.599,0.708,0
"22118",68,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x3","size","Satt",0.01,0.044,0.082,0
"22119",69,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x4","power","Satt",0.018,0.07,0.115,0
"22120",70,25,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,989420947,"HC5","x4","size","Satt",0.018,0.07,0.115,0
"22121",71,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x0","power","Satt",0.069,0.168,0.254,0
"22122",72,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x0","size","Satt",0.017,0.067,0.116,0
"22123",73,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x1","power","Satt",0.08,0.212,0.314,0
"22124",74,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x1","size","Satt",0.023,0.076,0.122,0
"22125",75,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x2","power","Satt",0.896,0.97,0.989,0
"22126",76,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x2","size","Satt",0.017,0.069,0.126,0
"22127",77,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x3","power","Satt",0.937,0.98,0.991,0
"22128",78,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x3","size","Satt",0.033,0.097,0.155,0
"22129",79,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x4","power","Satt",0.018,0.075,0.128,0
"22130",80,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC0","x4","size","Satt",0.018,0.075,0.128,0
"22131",81,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x0","power","Satt",0.057,0.152,0.234,0
"22132",82,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x0","size","Satt",0.011,0.054,0.101,0
"22133",83,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x1","power","Satt",0.068,0.188,0.286,0
"22134",84,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x1","size","Satt",0.019,0.066,0.117,0
"22135",85,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x2","power","Satt",0.879,0.964,0.983,0
"22136",86,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x2","size","Satt",0.015,0.057,0.105,0
"22137",87,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x3","power","Satt",0.928,0.978,0.989,0
"22138",88,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x3","size","Satt",0.024,0.085,0.143,0
"22139",89,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x4","power","Satt",0.011,0.058,0.113,0
"22140",90,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC1","x4","size","Satt",0.011,0.058,0.113,0
"22141",91,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x0","power","Satt",0.054,0.142,0.225,0
"22142",92,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x0","size","Satt",0.009,0.053,0.096,0
"22143",93,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x1","power","Satt",0.057,0.179,0.274,0
"22144",94,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x1","size","Satt",0.016,0.062,0.11,0
"22145",95,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x2","power","Satt",0.87,0.961,0.982,0
"22146",96,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x2","size","Satt",0.014,0.054,0.095,0
"22147",97,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x3","power","Satt",0.889,0.97,0.985,0
"22148",98,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x3","size","Satt",0.018,0.069,0.116,0
"22149",99,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x4","power","Satt",0.01,0.057,0.107,0
"22150",100,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC2","x4","size","Satt",0.01,0.057,0.107,0
"22151",101,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x0","power","Satt",0.036,0.119,0.183,0
"22152",102,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x0","size","Satt",0.006,0.04,0.08,0
"22153",103,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x1","power","Satt",0.039,0.136,0.22,0
"22154",104,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x1","size","Satt",0.009,0.044,0.083,0
"22155",105,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x2","power","Satt",0.814,0.939,0.979,0
"22156",106,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x2","size","Satt",0.005,0.041,0.08,0
"22157",107,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x3","power","Satt",0.698,0.867,0.93,0
"22158",108,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x3","size","Satt",0.01,0.034,0.068,0
"22159",109,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x4","power","Satt",0.008,0.048,0.09,0
"22160",110,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC3","x4","size","Satt",0.008,0.048,0.09,0
"22161",111,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x0","power","Satt",0.035,0.106,0.168,0
"22162",112,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x0","size","Satt",0.004,0.038,0.076,0
"22163",113,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x1","power","Satt",0.03,0.112,0.182,0
"22164",114,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x1","size","Satt",0.006,0.04,0.078,0
"22165",115,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x2","power","Satt",0.763,0.913,0.955,0
"22166",116,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x2","size","Satt",0.005,0.043,0.078,0
"22167",117,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x3","power","Satt",0.387,0.53,0.629,0
"22168",118,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x3","size","Satt",0.006,0.023,0.042,0
"22169",119,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x4","power","Satt",0.008,0.04,0.091,0
"22170",120,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4","x4","size","Satt",0.008,0.04,0.091,0
"22171",121,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x0","power","Satt",0.029,0.108,0.175,0
"22172",122,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x0","size","Satt",0.006,0.037,0.074,0
"22173",123,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x1","power","Satt",0.033,0.113,0.204,0
"22174",124,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x1","size","Satt",0.006,0.039,0.076,0
"22175",125,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x2","power","Satt",0.777,0.927,0.974,0
"22176",126,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x2","size","Satt",0.005,0.036,0.072,0
"22177",127,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x3","power","Satt",0.581,0.782,0.858,0
"22178",128,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x3","size","Satt",0.009,0.025,0.051,0
"22179",129,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x4","power","Satt",0.008,0.045,0.085,0
"22180",130,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC4m","x4","size","Satt",0.008,0.045,0.085,0
"22181",131,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x0","power","Satt",0.052,0.144,0.217,0
"22182",132,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x0","size","Satt",0.009,0.052,0.096,0
"22183",133,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x1","power","Satt",0.053,0.169,0.258,0
"22184",134,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x1","size","Satt",0.014,0.06,0.109,0
"22185",135,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x2","power","Satt",0.864,0.961,0.982,0
"22186",136,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x2","size","Satt",0.015,0.056,0.101,0
"22187",137,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x3","power","Satt",0.725,0.877,0.926,0
"22188",138,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x3","size","Satt",0.012,0.043,0.091,0
"22189",139,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x4","power","Satt",0.011,0.06,0.111,0
"22190",140,50,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,79874622,"HC5","x4","size","Satt",0.011,0.06,0.111,0
"22191",141,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x0","power","Satt",0.117,0.265,0.372,0
"22192",142,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x0","size","Satt",0.015,0.078,0.135,0
"22193",143,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x1","power","Satt",0.164,0.337,0.457,0
"22194",144,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x1","size","Satt",0.021,0.072,0.144,0
"22195",145,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x2","power","Satt",0.998,1,1,0
"22196",146,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x2","size","Satt",0.015,0.07,0.137,0
"22197",147,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x3","power","Satt",0.998,1,1,0
"22198",148,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x3","size","Satt",0.018,0.063,0.122,0
"22199",149,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x4","power","Satt",0.015,0.061,0.117,0
"22200",150,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC0","x4","size","Satt",0.015,0.061,0.117,0
"22201",151,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x0","power","Satt",0.116,0.259,0.359,0
"22202",152,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x0","size","Satt",0.014,0.071,0.126,0
"22203",153,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x1","power","Satt",0.155,0.323,0.438,0
"22204",154,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x1","size","Satt",0.02,0.067,0.13,0
"22205",155,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x2","power","Satt",0.997,1,1,0
"22206",156,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x2","size","Satt",0.014,0.062,0.125,0
"22207",157,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x3","power","Satt",0.998,1,1,0
"22208",158,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x3","size","Satt",0.016,0.058,0.111,0
"22209",159,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x4","power","Satt",0.013,0.051,0.106,0
"22210",160,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC1","x4","size","Satt",0.013,0.051,0.106,0
"22211",161,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x0","power","Satt",0.113,0.255,0.349,0
"22212",162,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x0","size","Satt",0.013,0.069,0.123,0
"22213",163,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x1","power","Satt",0.146,0.317,0.433,0
"22214",164,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x1","size","Satt",0.02,0.064,0.123,0
"22215",165,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x2","power","Satt",0.997,1,1,0
"22216",166,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x2","size","Satt",0.013,0.059,0.121,0
"22217",167,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x3","power","Satt",0.997,1,1,0
"22218",168,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x3","size","Satt",0.013,0.051,0.094,0
"22219",169,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x4","power","Satt",0.013,0.048,0.103,0
"22220",170,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC2","x4","size","Satt",0.013,0.048,0.103,0
"22221",171,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x0","power","Satt",0.097,0.228,0.327,0
"22222",172,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x0","size","Satt",0.008,0.062,0.112,0
"22223",173,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x1","power","Satt",0.126,0.293,0.405,0
"22224",174,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x1","size","Satt",0.018,0.048,0.107,0
"22225",175,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x2","power","Satt",0.996,1,1,0
"22226",176,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x2","size","Satt",0.012,0.049,0.106,0
"22227",177,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x3","power","Satt",0.971,0.993,0.997,0
"22228",178,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x3","size","Satt",0.007,0.038,0.077,0
"22229",179,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x4","power","Satt",0.011,0.039,0.09,0
"22230",180,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC3","x4","size","Satt",0.011,0.039,0.09,0
"22231",181,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x0","power","Satt",0.098,0.216,0.314,0
"22232",182,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x0","size","Satt",0.007,0.061,0.11,0
"22233",183,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x1","power","Satt",0.112,0.274,0.378,0
"22234",184,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x1","size","Satt",0.015,0.045,0.097,0
"22235",185,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x2","power","Satt",0.991,0.999,0.999,0
"22236",186,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x2","size","Satt",0.011,0.051,0.109,0
"22237",187,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x3","power","Satt",0.805,0.88,0.918,0
"22238",188,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x3","size","Satt",0.003,0.024,0.054,0
"22239",189,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x4","power","Satt",0.01,0.04,0.095,0
"22240",190,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4","x4","size","Satt",0.01,0.04,0.095,0
"22241",191,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x0","power","Satt",0.093,0.224,0.323,0
"22242",192,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x0","size","Satt",0.008,0.061,0.108,0
"22243",193,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x1","power","Satt",0.122,0.286,0.395,0
"22244",194,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x1","size","Satt",0.017,0.047,0.105,0
"22245",195,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x2","power","Satt",0.996,1,1,0
"22246",196,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x2","size","Satt",0.011,0.047,0.105,0
"22247",197,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x3","power","Satt",0.937,0.977,0.99,0
"22248",198,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x3","size","Satt",0.004,0.033,0.07,0
"22249",199,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x4","power","Satt",0.01,0.038,0.086,0
"22250",200,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC4m","x4","size","Satt",0.01,0.038,0.086,0
"22251",201,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x0","power","Satt",0.11,0.243,0.342,0
"22252",202,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x0","size","Satt",0.011,0.07,0.124,0
"22253",203,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x1","power","Satt",0.139,0.308,0.419,0
"22254",204,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x1","size","Satt",0.019,0.06,0.121,0
"22255",205,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x2","power","Satt",0.995,0.999,0.999,0
"22256",206,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x2","size","Satt",0.013,0.059,0.119,0
"22257",207,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x3","power","Satt",0.911,0.942,0.954,0
"22258",208,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x3","size","Satt",0.008,0.04,0.082,0
"22259",209,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x4","power","Satt",0.014,0.052,0.104,0
"22260",210,100,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,438637850,"HC5","x4","size","Satt",0.014,0.052,0.104,0
"22261",211,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x0","power","Satt",0.308,0.545,0.67,0
"22262",212,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x0","size","Satt",0.012,0.036,0.082,0
"22263",213,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x1","power","Satt",0.426,0.677,0.784,0
"22264",214,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x1","size","Satt",0.011,0.049,0.096,0
"22265",215,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x2","power","Satt",1,1,1,0
"22266",216,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x2","size","Satt",0.013,0.071,0.121,0
"22267",217,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x3","power","Satt",1,1,1,0
"22268",218,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x3","size","Satt",0.017,0.067,0.131,0
"22269",219,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x4","power","Satt",0.014,0.055,0.097,0
"22270",220,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC0","x4","size","Satt",0.014,0.055,0.097,0
"22271",221,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x0","power","Satt",0.3,0.54,0.666,0
"22272",222,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x0","size","Satt",0.012,0.034,0.075,0
"22273",223,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x1","power","Satt",0.414,0.67,0.781,0
"22274",224,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x1","size","Satt",0.01,0.047,0.091,0
"22275",225,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x2","power","Satt",1,1,1,0
"22276",226,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x2","size","Satt",0.013,0.067,0.117,0
"22277",227,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x3","power","Satt",1,1,1,0
"22278",228,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x3","size","Satt",0.015,0.065,0.125,0
"22279",229,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x4","power","Satt",0.012,0.054,0.095,0
"22280",230,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC1","x4","size","Satt",0.012,0.054,0.095,0
"22281",231,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x0","power","Satt",0.299,0.538,0.664,0
"22282",232,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x0","size","Satt",0.011,0.033,0.073,0
"22283",233,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x1","power","Satt",0.409,0.662,0.776,0
"22284",234,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x1","size","Satt",0.01,0.046,0.09,0
"22285",235,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x2","power","Satt",1,1,1,0
"22286",236,250,"1 1 1 1 0 0","T T T T T F","E0","En","Satt",1000,843001004,"HC2","x2","size","Satt",0.013,0.067,0.116,0
