"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"167",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x1","size","saddle_V1",0.03,0.07,0.11
"168",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x1","size","saddle_V2",0.01,0.06,0.1
"169",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x2","power","saddle_V1",0.86,0.98,0.99
"170",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x2","power","saddle_V2",0.8,0.97,0.97
"171",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x2","size","saddle_V1",0,0.04,0.06
"172",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x2","size","saddle_V2",0,0.03,0.05
"173",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x3","power","saddle_V1",0.91,0.98,0.98
"174",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x3","power","saddle_V2",0.9,0.97,0.98
"175",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x3","size","saddle_V1",0.02,0.07,0.11
"176",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x3","size","saddle_V2",0.02,0.07,0.1
"177",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x4","power","saddle_V1",0.01,0.05,0.1
"178",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x4","power","saddle_V2",0,0.02,0.08
"179",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x4","size","saddle_V1",0.01,0.05,0.1
"180",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x4","size","saddle_V2",0,0.02,0.08
"181",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x0","power","saddle_V1",0.05,0.14,0.26
"182",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x0","power","saddle_V2",0.03,0.09,0.23
"183",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x0","size","saddle_V1",0.01,0.06,0.13
"184",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x0","size","saddle_V2",0.01,0.04,0.12
"185",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x1","power","saddle_V1",0.06,0.18,0.28
"186",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x1","power","saddle_V2",0.05,0.16,0.22
"187",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x1","size","saddle_V1",0.01,0.06,0.1
"188",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x1","size","saddle_V2",0.01,0.06,0.08
"189",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x2","power","saddle_V1",0.86,0.98,0.98
"190",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x2","power","saddle_V2",0.79,0.97,0.97
"191",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x2","size","saddle_V1",0,0.04,0.05
"192",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x2","size","saddle_V2",0,0.03,0.04
"193",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x3","power","saddle_V1",0.88,0.98,0.98
"194",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x3","power","saddle_V2",0.83,0.94,0.98
"195",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x3","size","saddle_V1",0.02,0.07,0.09
"196",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x3","size","saddle_V2",0.02,0.05,0.08
"197",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x4","power","saddle_V1",0,0.04,0.08
"198",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC2","x4","power","saddle_V2",0,0.02,0.08
