"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5"
"942",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B1","Size",0.045,0.05,0.049,0.048,0.043,0.05,0.05,0.05
"943",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B2","Size",0.051,0.055,0.055,0.054,0.051,0.055,0.055,0.055
"944",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B3","Size",0.04,0.048,0.047,0.045,0.044,0.048,0.048,0.048
"945",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B4","Size",0.04,0.04,0.04,0.039,0.037,0.04,0.04,0.04
"946",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B0","Power",0.46,0.485,0.483,0.481,0.473,0.485,0.484,0.485
"947",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B1","Power",0.571,0.587,0.58,0.577,0.572,0.584,0.58,0.584
"948",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B2","Power",1,1,1,1,1,1,1,1
"949",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B3","Power",1,1,1,1,1,1,1,1
"950",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,796093416,"B4","Power",0.04,0.04,0.04,0.039,0.037,0.04,0.04,0.04
"951",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B0","Size",0.045,0.049,0.048,0.048,0.048,0.048,0.048,0.048
"952",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B1","Size",0.046,0.044,0.044,0.043,0.041,0.044,0.044,0.044
"953",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B2","Size",0.055,0.053,0.052,0.052,0.051,0.052,0.052,0.052
"954",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B3","Size",0.059,0.062,0.062,0.061,0.059,0.062,0.062,0.062
"955",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B4","Size",0.061,0.065,0.065,0.065,0.065,0.065,0.065,0.065
"956",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B0","Power",0.76,0.77,0.768,0.767,0.764,0.769,0.769,0.769
"957",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B1","Power",0.859,0.852,0.852,0.852,0.852,0.852,0.852,0.852
"958",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B2","Power",1,1,1,1,1,1,1,1
"959",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B3","Power",1,1,1,1,1,1,1,1
"960",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510353450,"B4","Power",0.061,0.065,0.065,0.065,0.065,0.065,0.065,0.065
"961",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B0","Size",0.061,0.116,0.083,0.071,0.043,0.096,0.086,0.096
"962",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B1","Size",0.062,0.122,0.086,0.076,0.04,0.101,0.091,0.101
"963",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B2","Size",0.051,0.096,0.066,0.057,0.035,0.084,0.072,0.084
"964",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B3","Size",0.09,0.159,0.126,0.096,0.049,0.138,0.121,0.138
"965",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B4","Size",0.056,0.102,0.077,0.068,0.041,0.091,0.084,0.091
"966",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B0","Power",0.066,0.117,0.086,0.074,0.047,0.103,0.087,0.103
"967",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B1","Power",0.076,0.132,0.093,0.075,0.04,0.119,0.094,0.119
"968",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B2","Power",0.223,0.336,0.282,0.262,0.177,0.308,0.282,0.308
"969",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B3","Power",0.333,0.432,0.379,0.327,0.225,0.397,0.369,0.397
"970",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,771470381,"B4","Power",0.056,0.102,0.077,0.068,0.041,0.091,0.084,0.091
"971",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B0","Size",0.04,0.067,0.047,0.041,0.03,0.057,0.052,0.057
"972",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B1","Size",0.051,0.067,0.054,0.052,0.037,0.057,0.055,0.057
"973",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B2","Size",0.048,0.076,0.058,0.054,0.042,0.066,0.063,0.066
"974",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B3","Size",0.095,0.13,0.11,0.097,0.055,0.118,0.11,0.118
"975",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B4","Size",0.053,0.073,0.061,0.058,0.046,0.068,0.063,0.068
"976",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B0","Power",0.059,0.08,0.064,0.06,0.041,0.069,0.067,0.069
"977",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B1","Power",0.072,0.108,0.09,0.08,0.057,0.103,0.093,0.103
"978",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B2","Power",0.399,0.467,0.429,0.415,0.372,0.45,0.433,0.45
"979",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B3","Power",0.548,0.581,0.551,0.501,0.413,0.555,0.539,0.555
"980",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,684346671,"B4","Power",0.053,0.073,0.061,0.058,0.046,0.068,0.063,0.068
"981",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B0","Size",0.055,0.071,0.064,0.06,0.05,0.068,0.064,0.068
"982",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B1","Size",0.065,0.069,0.061,0.055,0.046,0.064,0.062,0.064
"983",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B2","Size",0.056,0.061,0.054,0.054,0.046,0.057,0.056,0.057
"984",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B3","Size",0.11,0.091,0.086,0.074,0.06,0.088,0.084,0.088
"985",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B4","Size",0.048,0.059,0.056,0.054,0.045,0.058,0.058,0.058
"986",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B0","Power",0.105,0.116,0.111,0.107,0.095,0.113,0.112,0.113
"987",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B1","Power",0.107,0.11,0.101,0.097,0.085,0.108,0.104,0.108
"988",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B2","Power",0.704,0.738,0.731,0.725,0.702,0.735,0.732,0.735
"989",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B3","Power",0.816,0.782,0.77,0.743,0.68,0.775,0.762,0.775
"990",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,332040853,"B4","Power",0.048,0.059,0.056,0.054,0.045,0.058,0.058,0.058
"991",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B0","Size",0.057,0.064,0.063,0.063,0.058,0.064,0.063,0.064
"992",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B1","Size",0.068,0.064,0.06,0.057,0.052,0.062,0.06,0.062
"993",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B2","Size",0.05,0.056,0.054,0.052,0.048,0.055,0.054,0.055
"994",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B3","Size",0.11,0.075,0.071,0.069,0.063,0.072,0.07,0.072
"995",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B4","Size",0.043,0.045,0.042,0.042,0.039,0.045,0.044,0.045
"996",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B0","Power",0.149,0.154,0.15,0.149,0.141,0.151,0.15,0.151
"997",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B1","Power",0.201,0.199,0.192,0.189,0.181,0.195,0.191,0.195
"998",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B2","Power",0.979,0.973,0.971,0.971,0.969,0.972,0.971,0.972
"999",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B3","Power",0.994,0.974,0.973,0.969,0.965,0.973,0.972,0.973
"1000",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1054203112,"B4","Power",0.043,0.045,0.042,0.042,0.039,0.045,0.044,0.045
"1001",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B0","Size",0.054,0.058,0.058,0.057,0.056,0.058,0.058,0.058
"1002",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B1","Size",0.058,0.06,0.059,0.059,0.054,0.06,0.06,0.06
"1003",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B2","Size",0.043,0.047,0.046,0.046,0.045,0.047,0.047,0.047
"1004",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B3","Size",0.116,0.059,0.059,0.058,0.053,0.059,0.059,0.059
"1005",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B4","Size",0.058,0.058,0.056,0.053,0.051,0.057,0.057,0.057
"1006",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B0","Power",0.261,0.27,0.266,0.264,0.26,0.268,0.268,0.268
"1007",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B1","Power",0.33,0.317,0.316,0.315,0.307,0.316,0.316,0.316
"1008",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B2","Power",1,0.999,0.999,0.999,0.999,0.999,0.999,0.999
"1009",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B3","Power",1,0.996,0.996,0.995,0.994,0.996,0.996,0.996
"1010",500,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,908208580,"B4","Power",0.058,0.058,0.056,0.053,0.051,0.057,0.057,0.057
"1011",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B0","Size",0.035,0.036,0.036,0.036,0.035,0.036,0.036,0.036
"1012",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B1","Size",0.052,0.047,0.046,0.045,0.044,0.046,0.046,0.046
"1013",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B2","Size",0.054,0.057,0.056,0.056,0.056,0.057,0.057,0.057
"1014",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B3","Size",0.131,0.065,0.064,0.062,0.061,0.065,0.064,0.065
"1015",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B4","Size",0.064,0.06,0.06,0.06,0.059,0.06,0.06,0.06
"1016",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B0","Power",0.466,0.464,0.459,0.458,0.457,0.462,0.461,0.462
"1017",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B1","Power",0.523,0.482,0.481,0.479,0.475,0.482,0.481,0.482
"1018",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B2","Power",1,1,1,1,1,1,1,1
"1019",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B3","Power",1,1,1,1,1,1,1,1
"1020",1000,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,331463947,"B4","Power",0.064,0.06,0.06,0.06,0.059,0.06,0.06,0.06
"1021",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B0","Size",0.046,0.093,0.061,0.051,0.025,0.074,0.066,0.074
"1022",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B1","Size",0.058,0.114,0.075,0.058,0.027,0.096,0.078,0.096
"1023",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B2","Size",0.047,0.088,0.062,0.055,0.03,0.074,0.064,0.074
"1024",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B3","Size",0.144,0.21,0.164,0.121,0.056,0.183,0.157,0.183
"1025",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B4","Size",0.04,0.08,0.056,0.05,0.024,0.07,0.061,0.07
"1026",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B0","Power",0.051,0.102,0.071,0.059,0.024,0.085,0.071,0.085
"1027",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B1","Power",0.064,0.112,0.073,0.063,0.034,0.09,0.072,0.09
"1028",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B2","Power",0.097,0.181,0.135,0.118,0.072,0.161,0.137,0.161
"1029",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B3","Power",0.213,0.281,0.229,0.184,0.093,0.246,0.213,0.246
"1030",25,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,845941578,"B4","Power",0.04,0.08,0.056,0.05,0.024,0.07,0.061,0.07
"1031",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B0","Size",0.062,0.08,0.068,0.058,0.036,0.071,0.069,0.071
"1032",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B1","Size",0.09,0.092,0.067,0.055,0.037,0.078,0.067,0.078
"1033",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B2","Size",0.06,0.076,0.063,0.055,0.04,0.071,0.064,0.071
"1034",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B3","Size",0.169,0.141,0.114,0.085,0.054,0.124,0.11,0.124
"1035",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B4","Size",0.05,0.07,0.055,0.05,0.036,0.064,0.06,0.064
"1036",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B0","Power",0.07,0.087,0.07,0.063,0.045,0.078,0.069,0.078
"1037",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B1","Power",0.091,0.097,0.083,0.073,0.048,0.087,0.084,0.087
"1038",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B2","Power",0.159,0.222,0.201,0.191,0.143,0.209,0.202,0.209
"1039",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B3","Power",0.314,0.283,0.256,0.217,0.156,0.265,0.244,0.265
"1040",50,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,555235118,"B4","Power",0.05,0.07,0.055,0.05,0.036,0.064,0.06,0.064
"1041",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B0","Size",0.06,0.065,0.054,0.051,0.042,0.061,0.055,0.061
"1042",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B1","Size",0.069,0.07,0.064,0.057,0.049,0.065,0.062,0.065
"1043",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B2","Size",0.057,0.072,0.061,0.055,0.049,0.067,0.063,0.067
"1044",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B3","Size",0.2,0.115,0.108,0.096,0.07,0.105,0.1,0.105
"1045",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B4","Size",0.062,0.067,0.061,0.056,0.044,0.066,0.064,0.066
"1046",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B0","Power",0.073,0.08,0.071,0.066,0.059,0.077,0.072,0.077
"1047",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B1","Power",0.088,0.081,0.075,0.067,0.055,0.079,0.073,0.079
"1048",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B2","Power",0.318,0.378,0.362,0.354,0.319,0.375,0.367,0.375
"1049",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B3","Power",0.432,0.347,0.329,0.302,0.26,0.331,0.316,0.331
"1050",100,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,909577930,"B4","Power",0.062,0.067,0.061,0.056,0.044,0.066,0.064,0.066
"1051",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B0","Size",0.059,0.058,0.053,0.051,0.047,0.057,0.054,0.057
"1052",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B1","Size",0.083,0.059,0.058,0.055,0.051,0.058,0.057,0.058
"1053",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B2","Size",0.045,0.053,0.051,0.045,0.04,0.052,0.05,0.052
"1054",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B3","Size",0.227,0.081,0.078,0.07,0.063,0.079,0.077,0.079
"1055",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B4","Size",0.046,0.055,0.054,0.053,0.049,0.055,0.054,0.055
"1056",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B0","Power",0.077,0.078,0.075,0.072,0.069,0.076,0.075,0.076
"1057",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B1","Power",0.124,0.098,0.093,0.086,0.078,0.096,0.091,0.096
"1058",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B2","Power",0.61,0.632,0.624,0.622,0.61,0.631,0.626,0.631
"1059",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B3","Power",0.691,0.524,0.519,0.494,0.456,0.518,0.512,0.518
"1060",250,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,651962350,"B4","Power",0.046,0.055,0.054,0.053,0.049,0.055,0.054,0.055
"1061",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B0","Size",0.057,0.058,0.057,0.057,0.054,0.057,0.057,0.057
"1062",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B1","Size",0.089,0.054,0.053,0.052,0.048,0.053,0.052,0.053
"1063",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B2","Size",0.051,0.055,0.053,0.052,0.048,0.054,0.053,0.054
"1064",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B3","Size",0.228,0.063,0.063,0.06,0.055,0.063,0.062,0.063
"1065",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B4","Size",0.053,0.052,0.05,0.049,0.047,0.05,0.05,0.05
"1066",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B0","Power",0.139,0.136,0.133,0.13,0.128,0.135,0.133,0.135
"1067",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B1","Power",0.169,0.132,0.131,0.126,0.121,0.13,0.129,0.13
"1068",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B2","Power",0.888,0.89,0.885,0.884,0.884,0.889,0.887,0.889
"1069",500,"1 1 1 1 0 0","E3","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,625232256,"B3","Power",0.895,0.732,0.729,0.717,0.7,0.728,0.724,0.728
